City,State,Total_Booking_Requests,Active_Listings,Booking_Requests_Last_6_Months,Booking_Requests_Last_12_Months,Booking_Requests_Before_2023,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10
Bandon,Oregon,209,36.0,92,133,30.0,4.0,5.0,6.0,3.0,6.0,4.0,3.0,4.0,6.0,5.0,2.0,9.0,10.0,6.0,7.0,7.0,12.0,11.0,22.0,18.0,6.0,23.0
Forestville,California,188,36.0,65,95,46.0,2.0,8.0,6.0,3.0,10.0,4.0,3.0,4.0,2.0,5.0,3.0,7.0,6.0,7.0,3.0,3.0,14.0,4.0,11.0,13.0,16.0,5.0
Lemon Grove,California,354,36.0,86,159,71.0,6.0,0.0,5.0,5.0,6.0,21.0,9.0,29.0,21.0,15.0,13.0,8.0,8.0,9.0,13.0,23.0,24.0,17.0,17.0,12.0,9.0,6.0
Brewster,Massachusetts,301,36.0,45,123,33.0,3.0,13.0,24.0,39.0,22.0,17.0,9.0,9.0,0.0,9.0,1.0,6.0,13.0,12.0,11.0,34.0,6.0,10.0,4.0,8.0,10.0,5.0
Rockwall,Texas,71,36.0,16,45,1.0,0.0,0.0,5.0,1.0,4.0,3.0,1.0,2.0,2.0,5.0,2.0,3.0,6.0,6.0,7.0,7.0,1.0,0.0,2.0,6.0,2.0,4.0
Washington,Utah,132,36.0,49,74,14.0,7.0,7.0,15.0,0.0,3.0,0.0,1.0,2.0,2.0,7.0,4.0,8.0,2.0,7.0,2.0,1.0,1.0,14.0,11.0,6.0,9.0,8.0
National City,California,410,36.0,108,174,150.0,7.0,7.0,8.0,12.0,7.0,15.0,10.0,4.0,3.0,11.0,11.0,12.0,12.0,7.0,3.0,21.0,12.0,24.0,22.0,17.0,13.0,19.0
Fall River,Massachusetts,428,36.0,80,154,141.0,4.0,9.0,9.0,20.0,10.0,17.0,14.0,20.0,9.0,18.0,7.0,8.0,7.0,14.0,6.0,31.0,15.0,33.0,16.0,3.0,6.0,11.0
Lake Geneva,Wisconsin,146,36.0,61,94,3.0,1.0,2.0,2.0,7.0,11.0,5.0,6.0,11.0,3.0,0.0,2.0,9.0,2.0,5.0,10.0,5.0,2.0,5.0,0.0,5.0,34.0,12.0
Maryville,Tennessee,562,36.0,73,162,244.0,13.0,4.0,17.0,4.0,4.0,17.0,18.0,27.0,37.0,14.0,19.0,8.0,14.0,14.0,17.0,18.0,13.0,5.0,10.0,11.0,20.0,14.0
Rhinelander,Wisconsin,178,36.0,72,106,15.0,3.0,4.0,4.0,2.0,7.0,5.0,5.0,9.0,13.0,5.0,1.0,1.0,5.0,5.0,8.0,12.0,2.0,2.0,19.0,10.0,9.0,22.0
Manistee,Michigan,35,36.0,23,31,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0,9.0,1.0,8.0,0.0
Colton,California,644,36.0,120,209,289.0,14.0,5.0,11.0,18.0,8.0,12.0,20.0,15.0,16.0,21.0,24.0,13.0,16.0,18.0,8.0,12.0,12.0,9.0,22.0,24.0,28.0,27.0
Columbus,Indiana,181,36.0,37,74,38.0,8.0,1.0,0.0,12.0,8.0,11.0,12.0,2.0,14.0,0.0,6.0,3.0,3.0,3.0,10.0,8.0,9.0,5.0,2.0,6.0,5.0,12.0
Kittery,Maine,270,36.0,109,157,23.0,10.0,11.0,4.0,4.0,2.0,4.0,8.0,35.0,9.0,3.0,1.0,3.0,15.0,9.0,9.0,8.0,22.0,29.0,24.0,11.0,9.0,16.0
Granada Hills,California,414,36.0,50,100,174.0,24.0,7.0,11.0,11.0,12.0,8.0,9.0,31.0,12.0,14.0,3.0,5.0,5.0,18.0,4.0,11.0,14.0,8.0,8.0,7.0,8.0,7.0
Sandwich,Massachusetts,320,36.0,54,112,61.0,12.0,12.0,25.0,22.0,23.0,17.0,13.0,12.0,6.0,5.0,4.0,3.0,3.0,15.0,19.0,11.0,14.0,5.0,10.0,11.0,10.0,6.0
Wilkes Barre,Pennsylvania,984,36.0,155,369,296.0,25.0,9.0,15.0,40.0,28.0,15.0,70.0,22.0,17.0,69.0,29.0,18.0,30.0,19.0,93.0,27.0,25.0,42.0,31.0,19.0,16.0,20.0
Santee,California,224,36.0,55,90,58.0,6.0,10.0,5.0,5.0,10.0,3.0,21.0,13.0,1.0,1.0,3.0,6.0,5.0,11.0,2.0,7.0,12.0,13.0,23.0,3.0,3.0,3.0
Kenai,Alaska,114,36.0,36,52,16.0,1.0,0.0,3.0,0.0,7.0,2.0,2.0,16.0,8.0,4.0,3.0,1.0,1.0,4.0,5.0,3.0,6.0,6.0,5.0,4.0,8.0,8.0
Newburyport,Massachusetts,291,36.0,58,138,62.0,4.0,7.0,20.0,13.0,8.0,9.0,7.0,3.0,15.0,5.0,2.0,6.0,14.0,13.0,8.0,24.0,19.0,33.0,6.0,0.0,5.0,7.0
Sugar Land,Texas,166,36.0,31,53,44.0,0.0,9.0,6.0,7.0,12.0,10.0,6.0,11.0,1.0,7.0,1.0,4.0,9.0,2.0,5.0,1.0,4.0,3.0,7.0,5.0,6.0,5.0
Tamarac,Florida,531,36.0,123,292,51.0,11.0,17.0,31.0,17.0,30.0,14.0,24.0,9.0,7.0,28.0,40.0,23.0,23.0,27.0,43.0,11.0,12.0,11.0,24.0,7.0,36.0,27.0
Bloomington,Illinois,231,36.0,81,116,23.0,6.0,2.0,2.0,9.0,9.0,5.0,12.0,21.0,19.0,7.0,1.0,5.0,3.0,2.0,3.0,16.0,17.0,13.0,10.0,16.0,11.0,17.0
Clarkdale,Arizona,457,36.0,81,108,255.0,10.0,17.0,3.0,11.0,2.0,11.0,4.0,26.0,2.0,8.0,0.0,5.0,9.0,8.0,4.0,1.0,6.0,3.0,5.0,9.0,17.0,40.0
Brighton,Massachusetts,964,36.0,146,335,351.0,28.0,32.0,42.0,15.0,19.0,25.0,51.0,18.0,14.0,28.0,18.0,11.0,26.0,36.0,49.0,44.0,43.0,23.0,34.0,12.0,21.0,16.0
Blaine,Washington,125,36.0,25,43,29.0,9.0,4.0,19.0,4.0,1.0,2.0,0.0,3.0,4.0,7.0,0.0,2.0,2.0,6.0,3.0,3.0,6.0,2.0,1.0,2.0,7.0,8.0
Milton,Massachusetts,434,36.0,93,131,201.0,14.0,4.0,8.0,14.0,9.0,7.0,24.0,7.0,4.0,9.0,6.0,2.0,7.0,8.0,10.0,4.0,7.0,3.0,7.0,34.0,18.0,24.0
Middletown,Rhode Island,203,36.0,82,149,13.0,4.0,2.0,4.0,8.0,2.0,0.0,4.0,1.0,3.0,13.0,1.0,2.0,11.0,21.0,20.0,9.0,11.0,8.0,12.0,25.0,17.0,12.0
Vienna,Virginia,541,36.0,146,258,110.0,26.0,13.0,17.0,15.0,10.0,4.0,6.0,28.0,30.0,23.0,17.0,24.0,16.0,11.0,18.0,25.0,27.0,40.0,20.0,27.0,17.0,15.0
Playa Del Rey,California,339,36.0,71,137,98.0,15.0,8.0,6.0,6.0,17.0,10.0,14.0,9.0,13.0,6.0,10.0,8.0,8.0,12.0,7.0,16.0,12.0,17.0,11.0,11.0,10.0,13.0
Aztec,New Mexico,333,36.0,102,276,7.0,2.0,5.0,5.0,2.0,2.0,1.0,3.0,4.0,4.0,22.0,0.0,0.0,65.0,1.0,65.0,42.0,43.0,1.0,22.0,0.0,23.0,13.0
Enfield,New Hampshire,769,36.0,118,230,241.0,12.0,17.0,37.0,12.0,16.0,44.0,44.0,38.0,27.0,44.0,16.0,13.0,19.0,17.0,21.0,29.0,18.0,15.0,16.0,20.0,31.0,18.0
Missouri City,Texas,73,36.0,37,52,,0.0,0.0,2.0,1.0,5.0,5.0,0.0,5.0,1.0,0.0,3.0,3.0,0.0,4.0,2.0,4.0,5.0,7.0,2.0,3.0,12.0,5.0
Mishawaka,Indiana,755,36.0,211,323,259.0,10.0,10.0,9.0,26.0,29.0,36.0,2.0,11.0,15.0,6.0,31.0,6.0,17.0,25.0,13.0,33.0,28.0,2.0,16.0,40.0,45.0,79.0
Bayonne,New Jersey,319,35.0,107,144,27.0,5.0,4.0,12.0,22.0,29.0,23.0,10.0,16.0,8.0,10.0,10.0,14.0,4.0,5.0,10.0,3.0,15.0,14.0,9.0,11.0,41.0,15.0
Conway,Arkansas,146,35.0,53,83,32.0,3.0,0.0,0.0,5.0,1.0,2.0,4.0,8.0,3.0,3.0,3.0,12.0,4.0,1.0,5.0,5.0,3.0,16.0,10.0,1.0,11.0,11.0
Monroe,North Carolina,243,35.0,40,85,84.0,4.0,3.0,7.0,18.0,14.0,4.0,4.0,10.0,1.0,8.0,2.0,15.0,4.0,10.0,5.0,7.0,7.0,4.0,6.0,9.0,10.0,7.0
Mansfield,Ohio,202,35.0,55,91,42.0,14.0,5.0,11.0,7.0,5.0,1.0,5.0,9.0,2.0,10.0,0.0,3.0,8.0,13.0,1.0,10.0,5.0,2.0,22.0,10.0,13.0,4.0
Salida,Colorado,213,35.0,105,148,9.0,6.0,0.0,13.0,4.0,10.0,7.0,5.0,3.0,1.0,6.0,2.0,6.0,5.0,11.0,9.0,10.0,8.0,15.0,27.0,14.0,9.0,23.0
Lauderhill,Florida,323,35.0,69,121,66.0,7.0,15.0,17.0,9.0,31.0,9.0,12.0,9.0,12.0,13.0,9.0,6.0,7.0,20.0,9.0,3.0,7.0,10.0,13.0,4.0,13.0,10.0
Chatsworth,California,184,35.0,40,77,54.0,6.0,3.0,2.0,6.0,5.0,5.0,7.0,3.0,5.0,11.0,2.0,4.0,7.0,9.0,5.0,5.0,11.0,7.0,4.0,3.0,11.0,9.0
Fredericksburg,Texas,69,35.0,27,45,2.0,0.0,2.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,4.0,2.0,2.0,9.0,1.0,2.0,2.0,5.0,4.0,6.0,4.0,0.0,8.0
Coupeville,Washington,342,35.0,77,156,54.0,30.0,1.0,6.0,13.0,6.0,7.0,14.0,22.0,24.0,9.0,7.0,2.0,10.0,30.0,17.0,9.0,23.0,3.0,15.0,24.0,3.0,12.0
Holland,Michigan,179,35.0,50,106,20.0,1.0,1.0,4.0,1.0,0.0,1.0,4.0,12.0,17.0,10.0,3.0,6.0,9.0,9.0,14.0,15.0,5.0,7.0,5.0,7.0,10.0,14.0
Canandaigua,New York,143,35.0,47,78,11.0,6.0,7.0,13.0,8.0,1.0,4.0,1.0,1.0,4.0,3.0,6.0,1.0,6.0,2.0,7.0,11.0,13.0,6.0,10.0,5.0,8.0,8.0
Draper,Utah,198,35.0,47,93,41.0,3.0,1.0,8.0,4.0,6.0,2.0,13.0,7.0,11.0,8.0,7.0,8.0,8.0,3.0,9.0,10.0,12.0,8.0,6.0,8.0,3.0,6.0
Lago Vista,Texas,57,35.0,14,32,10.0,5.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,2.0,5.0,1.0,3.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0
Grand Forks,North Dakota,628,35.0,186,314,104.0,24.0,15.0,8.0,10.0,9.0,13.0,26.0,71.0,14.0,12.0,23.0,28.0,23.0,13.0,20.0,27.0,23.0,34.0,28.0,41.0,18.0,41.0
Niagara Falls,New York,168,35.0,53,87,21.0,4.0,15.0,7.0,5.0,6.0,4.0,8.0,1.0,8.0,2.0,1.0,4.0,1.0,2.0,8.0,15.0,8.0,8.0,6.0,6.0,16.0,11.0
Ojai,California,209,35.0,68,123,31.0,5.0,1.0,10.0,7.0,14.0,4.0,1.0,2.0,4.0,5.0,8.0,4.0,10.0,4.0,7.0,20.0,12.0,13.0,5.0,23.0,7.0,7.0
Clayton,North Carolina,258,35.0,60,83,89.0,1.0,9.0,8.0,11.0,8.0,10.0,14.0,16.0,5.0,4.0,7.0,5.0,0.0,3.0,6.0,2.0,5.0,5.0,19.0,8.0,12.0,7.0
Breckenridge,Colorado,360,35.0,88,130,125.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,28.0,44.0,13.0,7.0,12.0,4.0,3.0,3.0,13.0,16.0,12.0,9.0,11.0,24.0,12.0
Kingston,New York,232,35.0,79,113,37.0,4.0,2.0,4.0,15.0,24.0,4.0,4.0,1.0,5.0,19.0,6.0,3.0,2.0,7.0,16.0,0.0,2.0,12.0,2.0,15.0,38.0,6.0
Covina,California,199,35.0,49,97,34.0,2.0,6.0,14.0,6.0,6.0,7.0,8.0,4.0,3.0,12.0,6.0,8.0,12.0,6.0,9.0,4.0,6.0,2.0,9.0,9.0,12.0,11.0
Sunapee,New Hampshire,450,35.0,105,154,174.0,5.0,25.0,18.0,6.0,5.0,6.0,25.0,20.0,3.0,8.0,3.0,2.0,7.0,11.0,9.0,7.0,24.0,14.0,4.0,32.0,22.0,16.0
Saint Joseph,Michigan,262,35.0,84,165,26.0,5.0,2.0,11.0,11.0,8.0,2.0,10.0,11.0,4.0,5.0,3.0,4.0,3.0,31.0,19.0,12.0,34.0,14.0,13.0,9.0,9.0,16.0
White River Junction,Vermont,1167,35.0,261,433,319.0,22.0,8.0,26.0,29.0,12.0,27.0,66.0,113.0,55.0,50.0,30.0,19.0,17.0,13.0,31.0,64.0,51.0,27.0,38.0,52.0,30.0,57.0
Arlington,Massachusetts,990,35.0,110,230,467.0,24.0,35.0,26.0,52.0,48.0,18.0,34.0,31.0,15.0,4.0,31.0,17.0,18.0,14.0,33.0,13.0,9.0,13.0,12.0,28.0,28.0,17.0
Altoona,Pennsylvania,600,35.0,117,217,109.0,50.0,26.0,37.0,18.0,8.0,17.0,30.0,21.0,37.0,22.0,16.0,27.0,4.0,10.0,22.0,16.0,24.0,7.0,15.0,18.0,41.0,24.0
Oak Ridge,Tennessee,274,35.0,97,157,29.0,5.0,2.0,13.0,3.0,7.0,8.0,21.0,13.0,6.0,5.0,7.0,16.0,3.0,4.0,17.0,12.0,24.0,15.0,12.0,19.0,10.0,16.0
Brighton,Colorado,167,35.0,54,73,10.0,4.0,3.0,3.0,8.0,13.0,18.0,4.0,10.0,12.0,7.0,2.0,3.0,4.0,4.0,4.0,3.0,5.0,2.0,16.0,8.0,11.0,10.0
Cambridge,Maryland,114,35.0,30,61,18.0,4.0,0.0,6.0,4.0,3.0,2.0,0.0,10.0,6.0,0.0,2.0,10.0,5.0,5.0,1.0,7.0,9.0,2.0,3.0,2.0,5.0,9.0
The Colony,Texas,54,35.0,20,29,6.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,4.0,3.0,1.0,8.0,2.0,1.0,2.0
Rowlett,Texas,110,35.0,26,65,12.0,1.0,7.0,5.0,1.0,6.0,2.0,3.0,1.0,2.0,5.0,3.0,4.0,4.0,4.0,16.0,8.0,5.0,12.0,1.0,5.0,2.0,1.0
Clinton,Maryland,311,35.0,62,124,62.0,1.0,5.0,3.0,18.0,17.0,31.0,13.0,7.0,9.0,10.0,24.0,4.0,4.0,8.0,6.0,19.0,28.0,17.0,8.0,7.0,6.0,3.0
Mount Shasta,California,143,35.0,42,68,30.0,1.0,1.0,3.0,6.0,4.0,9.0,7.0,5.0,2.0,6.0,5.0,5.0,3.0,2.0,3.0,8.0,4.0,3.0,7.0,8.0,9.0,5.0
Fairfax,California,223,35.0,50,90,69.0,4.0,6.0,7.0,2.0,2.0,3.0,5.0,5.0,14.0,14.0,10.0,5.0,7.0,8.0,2.0,9.0,9.0,8.0,9.0,3.0,11.0,8.0
Ridgefield,Washington,102,35.0,34,57,14.0,1.0,6.0,1.0,1.0,0.0,0.0,9.0,7.0,1.0,4.0,2.0,4.0,7.0,1.0,2.0,8.0,7.0,6.0,5.0,4.0,2.0,8.0
Kenosha,Wisconsin,318,35.0,98,168,46.0,7.0,3.0,9.0,9.0,13.0,4.0,10.0,17.0,14.0,17.0,3.0,1.0,5.0,19.0,15.0,21.0,11.0,13.0,15.0,29.0,18.0,18.0
Shaker Heights,Ohio,262,35.0,75,132,35.0,3.0,2.0,6.0,6.0,15.0,6.0,10.0,33.0,5.0,6.0,4.0,7.0,12.0,3.0,10.0,21.0,20.0,15.0,16.0,16.0,2.0,9.0
Cardiff By The Sea,California,342,35.0,69,115,120.0,16.0,12.0,6.0,10.0,17.0,14.0,3.0,12.0,5.0,12.0,0.0,12.0,6.0,13.0,5.0,10.0,6.0,6.0,9.0,9.0,12.0,22.0
Saint Joseph,Missouri,282,35.0,72,118,87.0,6.0,3.0,6.0,2.0,1.0,6.0,5.0,26.0,10.0,10.0,5.0,2.0,12.0,8.0,8.0,10.0,10.0,13.0,16.0,9.0,18.0,9.0
Springfield Gardens,New York,278,35.0,129,195,39.0,5.0,1.0,1.0,3.0,4.0,10.0,7.0,4.0,4.0,5.0,0.0,17.0,10.0,13.0,14.0,11.0,33.0,36.0,13.0,9.0,19.0,20.0
Reynoldsburg,Ohio,163,34.0,51,77,49.0,0.0,3.0,1.0,8.0,2.0,1.0,4.0,6.0,9.0,3.0,0.0,4.0,4.0,1.0,2.0,15.0,1.0,6.0,10.0,8.0,12.0,12.0
Richfield,Minnesota,334,34.0,92,138,39.0,2.0,11.0,13.0,18.0,22.0,30.0,24.0,9.0,8.0,18.0,3.0,0.0,4.0,7.0,10.0,20.0,14.0,10.0,12.0,20.0,7.0,31.0
Sylmar,California,171,34.0,63,106,23.0,4.0,4.0,7.0,7.0,6.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,11.0,5.0,14.0,11.0,7.0,13.0,10.0,10.0,12.0
Astoria,New York,550,34.0,109,227,63.0,24.0,11.0,14.0,31.0,21.0,32.0,36.0,29.0,32.0,26.0,17.0,15.0,24.0,24.0,14.0,22.0,15.0,11.0,13.0,13.0,24.0,38.0
Fairview,North Carolina,305,34.0,73,149,45.0,13.0,9.0,8.0,6.0,12.0,7.0,12.0,14.0,17.0,13.0,9.0,14.0,16.0,9.0,12.0,15.0,7.0,24.0,7.0,17.0,13.0,6.0
Enumclaw,Washington,172,34.0,41,76,60.0,0.0,1.0,5.0,3.0,1.0,10.0,4.0,12.0,0.0,0.0,2.0,5.0,11.0,7.0,2.0,7.0,7.0,6.0,9.0,5.0,7.0,7.0
Suwanee,Georgia,263,34.0,45,93,93.0,6.0,5.0,4.0,7.0,4.0,3.0,7.0,13.0,11.0,13.0,12.0,5.0,13.0,7.0,7.0,6.0,9.0,5.0,4.0,12.0,8.0,6.0
Morrison,Colorado,190,34.0,55,99,18.0,0.0,3.0,12.0,4.0,4.0,4.0,20.0,13.0,6.0,7.0,3.0,1.0,10.0,7.0,9.0,12.0,11.0,15.0,11.0,6.0,8.0,6.0
Beaufort,North Carolina,101,34.0,22,58,10.0,2.0,0.0,6.0,4.0,1.0,2.0,5.0,10.0,0.0,1.0,6.0,10.0,6.0,2.0,6.0,7.0,5.0,0.0,1.0,2.0,3.0,11.0
Covington,Louisiana,188,34.0,51,81,69.0,8.0,2.0,4.0,1.0,4.0,2.0,6.0,3.0,3.0,2.0,8.0,2.0,3.0,6.0,3.0,10.0,1.0,13.0,1.0,9.0,10.0,17.0
Bellflower,California,573,34.0,86,222,112.0,41.0,40.0,22.0,14.0,10.0,22.0,22.0,19.0,18.0,29.0,24.0,36.0,27.0,24.0,13.0,13.0,15.0,2.0,6.0,13.0,18.0,30.0
West Fargo,North Dakota,223,34.0,89,158,15.0,0.0,0.0,3.0,1.0,2.0,8.0,7.0,11.0,5.0,8.0,11.0,16.0,10.0,13.0,7.0,14.0,22.0,19.0,17.0,6.0,9.0,15.0
Roxbury,Massachusetts,1194,34.0,349,610,324.0,8.0,33.0,29.0,8.0,16.0,9.0,28.0,73.0,30.0,14.0,27.0,20.0,13.0,32.0,85.0,70.0,73.0,82.0,74.0,71.0,32.0,40.0
San Anselmo,California,458,34.0,56,109,143.0,25.0,44.0,24.0,31.0,12.0,7.0,14.0,4.0,17.0,23.0,15.0,5.0,2.0,4.0,12.0,19.0,12.0,7.0,7.0,3.0,18.0,6.0
Homer,Alaska,38,34.0,9,21,5.0,3.0,0.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,5.0,3.0,1.0,1.0,0.0,0.0,7.0,0.0
Leesburg,Florida,336,34.0,42,89,147.0,12.0,11.0,9.0,7.0,13.0,12.0,6.0,6.0,9.0,11.0,15.0,7.0,8.0,7.0,4.0,9.0,6.0,9.0,13.0,5.0,3.0,6.0
Mandeville,Louisiana,282,34.0,78,151,63.0,10.0,2.0,6.0,7.0,9.0,5.0,13.0,6.0,4.0,6.0,5.0,16.0,7.0,29.0,6.0,7.0,5.0,10.0,10.0,19.0,19.0,16.0
Temple Hills,Maryland,241,34.0,43,116,38.0,5.0,7.0,8.0,11.0,12.0,12.0,17.0,4.0,8.0,2.0,5.0,7.0,6.0,13.0,8.0,29.0,15.0,3.0,1.0,5.0,11.0,12.0
Denison,Texas,87,34.0,14,34,14.0,3.0,4.0,7.0,0.0,4.0,8.0,2.0,4.0,4.0,2.0,3.0,1.0,2.0,0.0,5.0,7.0,3.0,6.0,2.0,1.0,3.0,2.0
Middletown,Connecticut,212,34.0,58,100,67.0,9.0,2.0,6.0,4.0,7.0,4.0,4.0,1.0,5.0,3.0,4.0,9.0,3.0,8.0,9.0,9.0,2.0,12.0,6.0,12.0,14.0,11.0
Fishers,Indiana,348,34.0,74,163,51.0,8.0,20.0,15.0,19.0,4.0,13.0,17.0,16.0,13.0,9.0,4.0,3.0,16.0,11.0,20.0,33.0,10.0,21.0,15.0,10.0,16.0,4.0
Porterville,California,255,34.0,68,119,66.0,9.0,2.0,0.0,11.0,5.0,3.0,12.0,14.0,4.0,10.0,3.0,6.0,11.0,10.0,8.0,13.0,9.0,9.0,14.0,5.0,11.0,19.0
Melbourne Beach,Florida,144,34.0,27,71,35.0,1.0,4.0,1.0,5.0,4.0,4.0,7.0,3.0,5.0,4.0,3.0,3.0,9.0,13.0,8.0,7.0,3.0,5.0,2.0,6.0,6.0,3.0
Silver City,New Mexico,224,34.0,62,131,21.0,2.0,8.0,8.0,7.0,5.0,6.0,12.0,2.0,15.0,5.0,6.0,13.0,10.0,9.0,12.0,18.0,6.0,5.0,22.0,10.0,7.0,10.0
Payson,Arizona,142,34.0,14,55,34.0,8.0,8.0,0.0,10.0,3.0,6.0,0.0,1.0,13.0,4.0,2.0,9.0,15.0,10.0,1.0,4.0,3.0,0.0,1.0,1.0,2.0,7.0
Christiansburg,Virginia,300,34.0,47,133,70.0,2.0,3.0,2.0,3.0,13.0,18.0,4.0,16.0,15.0,21.0,14.0,14.0,11.0,24.0,7.0,15.0,3.0,16.0,7.0,11.0,7.0,2.0
Brownsville,Texas,49,34.0,14,26,9.0,0.0,0.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,3.0,5.0,2.0,0.0,3.0,3.0,1.0
Bristol,Connecticut,362,34.0,143,203,57.0,11.0,10.0,10.0,5.0,6.0,17.0,7.0,11.0,9.0,16.0,3.0,6.0,2.0,3.0,18.0,23.0,40.0,28.0,20.0,23.0,16.0,19.0
Dallas,Georgia,152,34.0,56,114,9.0,0.0,2.0,3.0,7.0,2.0,3.0,4.0,0.0,4.0,2.0,8.0,4.0,7.0,14.0,8.0,15.0,16.0,3.0,15.0,12.0,8.0,5.0
Key Largo,Florida,98,34.0,19,34,11.0,9.0,0.0,7.0,2.0,6.0,7.0,6.0,9.0,1.0,6.0,0.0,1.0,5.0,0.0,7.0,2.0,2.0,2.0,2.0,1.0,3.0,8.0
Davie,Florida,531,34.0,90,172,152.0,32.0,14.0,28.0,23.0,21.0,14.0,31.0,20.0,8.0,16.0,5.0,8.0,14.0,35.0,11.0,6.0,20.0,5.0,18.0,15.0,18.0,14.0
Half Moon Bay,California,303,34.0,39,77,102.0,10.0,12.0,8.0,11.0,25.0,13.0,10.0,14.0,9.0,12.0,6.0,6.0,10.0,2.0,6.0,5.0,3.0,10.0,12.0,4.0,6.0,4.0
Hapeville,Georgia,167,34.0,43,87,26.0,1.0,0.0,8.0,2.0,3.0,8.0,9.0,6.0,3.0,8.0,11.0,4.0,10.0,5.0,14.0,6.0,0.0,7.0,4.0,9.0,15.0,5.0
Honokaa,Hawaii,323,34.0,56,113,106.0,14.0,11.0,9.0,7.0,13.0,13.0,6.0,18.0,6.0,6.0,16.0,6.0,9.0,10.0,6.0,10.0,7.0,5.0,11.0,19.0,8.0,2.0
Glen Burnie,Maryland,375,33.0,83,141,121.0,2.0,3.0,2.0,6.0,17.0,43.0,6.0,8.0,17.0,4.0,7.0,3.0,23.0,12.0,3.0,11.0,29.0,8.0,4.0,14.0,26.0,6.0
Union City,California,216,33.0,44,90,59.0,5.0,4.0,8.0,5.0,15.0,6.0,7.0,6.0,3.0,6.0,7.0,2.0,4.0,1.0,11.0,21.0,3.0,1.0,13.0,14.0,12.0,3.0
Norwalk,California,445,33.0,89,171,137.0,5.0,15.0,4.0,17.0,9.0,1.0,12.0,20.0,21.0,30.0,12.0,27.0,10.0,9.0,10.0,15.0,15.0,4.0,6.0,23.0,27.0,14.0
Easton,Pennsylvania,161,33.0,79,123,8.0,1.0,1.0,2.0,5.0,0.0,0.0,3.0,4.0,5.0,9.0,6.0,2.0,13.0,7.0,7.0,6.0,13.0,9.0,11.0,8.0,20.0,17.0
Kenmore,Washington,461,33.0,120,222,102.0,8.0,7.0,16.0,8.0,14.0,8.0,27.0,15.0,14.0,20.0,9.0,9.0,19.0,13.0,20.0,23.0,27.0,26.0,28.0,14.0,18.0,16.0
Palisade,Colorado,165,33.0,40,70,32.0,1.0,1.0,3.0,4.0,1.0,8.0,3.0,11.0,14.0,17.0,4.0,3.0,5.0,4.0,8.0,5.0,6.0,9.0,9.0,5.0,6.0,6.0
Carmel Valley,California,259,33.0,63,93,95.0,14.0,2.0,3.0,8.0,9.0,15.0,8.0,4.0,1.0,7.0,1.0,5.0,5.0,3.0,2.0,14.0,9.0,15.0,12.0,5.0,9.0,10.0
Surf City,North Carolina,154,33.0,48,88,14.0,7.0,10.0,12.0,7.0,0.0,0.0,2.0,1.0,9.0,4.0,2.0,6.0,12.0,6.0,5.0,7.0,4.0,1.0,5.0,22.0,8.0,10.0
Riverton,Utah,258,33.0,57,115,39.0,11.0,9.0,18.0,13.0,11.0,9.0,11.0,11.0,11.0,0.0,4.0,12.0,11.0,3.0,9.0,14.0,8.0,4.0,4.0,8.0,19.0,7.0
Abingdon,Virginia,136,33.0,62,79,12.0,2.0,0.0,11.0,1.0,3.0,3.0,4.0,8.0,12.0,1.0,1.0,2.0,3.0,5.0,1.0,4.0,3.0,6.0,7.0,21.0,11.0,13.0
Kerrville,Texas,348,33.0,91,129,30.0,16.0,0.0,30.0,18.0,27.0,37.0,18.0,16.0,25.0,0.0,3.0,10.0,9.0,1.0,7.0,6.0,11.0,25.0,19.0,14.0,7.0,15.0
Cordova,Tennessee,204,33.0,41,90,55.0,12.0,7.0,1.0,5.0,9.0,7.0,6.0,2.0,2.0,7.0,2.0,3.0,14.0,9.0,16.0,6.0,17.0,10.0,2.0,2.0,9.0,1.0
Morrisville,Vermont,393,33.0,154,236,62.0,2.0,5.0,6.0,7.0,7.0,7.0,4.0,14.0,7.0,31.0,10.0,11.0,13.0,4.0,17.0,26.0,22.0,14.0,23.0,28.0,47.0,24.0
Crozet,Virginia,288,33.0,97,140,69.0,7.0,3.0,8.0,9.0,7.0,6.0,6.0,12.0,12.0,9.0,1.0,5.0,3.0,12.0,4.0,13.0,14.0,4.0,11.0,24.0,26.0,15.0
