City,State,Total_Booking_Requests,Active_Listings,Booking_Requests_Last_6_Months,Booking_Requests_Last_12_Months,Booking_Requests_Before_2023,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10
Gainesville,Florida,5378,392.0,1347,2117,1841.0,111.0,161.0,101.0,71.0,102.0,124.0,201.0,211.0,182.0,130.0,78.0,116.0,137.0,118.0,161.0,163.0,156.0,181.0,323.0,225.0,187.0,270.0
Tallahassee,Florida,5522,391.0,1508,2317,1533.0,115.0,152.0,165.0,90.0,146.0,133.0,167.0,195.0,242.0,224.0,148.0,111.0,134.0,105.0,156.0,179.0,155.0,186.0,246.0,218.0,231.0,416.0
Glendale,Arizona,4203,391.0,1332,2776,520.0,208.0,59.0,57.0,67.0,57.0,54.0,56.0,104.0,83.0,137.0,88.0,229.0,613.0,147.0,214.0,124.0,225.0,113.0,172.0,262.0,216.0,361.0
Modesto,California,4681,391.0,732,1327,2014.0,190.0,100.0,99.0,126.0,124.0,96.0,117.0,113.0,183.0,173.0,82.0,95.0,84.0,108.0,106.0,111.0,128.0,117.0,143.0,124.0,111.0,95.0
Prescott,Arizona,3264,378.0,794,1555,746.0,119.0,90.0,76.0,91.0,83.0,89.0,76.0,88.0,84.0,154.0,75.0,104.0,75.0,110.0,184.0,183.0,166.0,182.0,75.0,98.0,140.0,130.0
Lake Havasu City,Arizona,2732,378.0,572,1176,684.0,53.0,85.0,68.0,48.0,57.0,85.0,86.0,63.0,102.0,199.0,136.0,78.0,126.0,98.0,115.0,66.0,50.0,83.0,73.0,58.0,94.0,161.0
Rapid City,South Dakota,6488,374.0,1459,3099,1412.0,187.0,155.0,244.0,127.0,205.0,294.0,237.0,122.0,235.0,146.0,66.0,162.0,222.0,253.0,441.0,401.0,373.0,262.0,214.0,246.0,208.0,221.0
Saint Augustine,Florida,2141,366.0,641,1298,301.0,32.0,65.0,36.0,30.0,52.0,62.0,68.0,35.0,48.0,70.0,138.0,58.0,164.0,73.0,118.0,100.0,163.0,63.0,51.0,133.0,111.0,124.0
Springfield,Missouri,8932,364.0,1747,3560,2598.0,307.0,191.0,113.0,396.0,230.0,230.0,415.0,260.0,282.0,310.0,164.0,156.0,168.0,340.0,516.0,391.0,478.0,412.0,175.0,354.0,195.0,186.0
Lakewood,Colorado,3886,363.0,952,1625,963.0,70.0,75.0,158.0,132.0,149.0,152.0,143.0,163.0,117.0,128.0,48.0,85.0,71.0,115.0,137.0,180.0,196.0,245.0,133.0,153.0,121.0,123.0
Medford,Oregon,4903,360.0,1093,1762,1779.0,114.0,147.0,101.0,131.0,168.0,152.0,140.0,136.0,80.0,173.0,81.0,69.0,97.0,95.0,92.0,216.0,178.0,227.0,186.0,158.0,187.0,170.0
Gilbert,Arizona,2332,358.0,653,1123,499.0,44.0,36.0,58.0,79.0,35.0,74.0,74.0,80.0,115.0,92.0,83.0,89.0,79.0,92.0,66.0,71.0,55.0,59.0,74.0,114.0,116.0,208.0
Madison,Wisconsin,8546,356.0,1943,3477,2252.0,131.0,161.0,322.0,281.0,278.0,316.0,304.0,477.0,302.0,218.0,132.0,156.0,205.0,246.0,353.0,345.0,460.0,346.0,413.0,304.0,226.0,273.0
Fayetteville,North Carolina,3310,354.0,669,1345,857.0,60.0,99.0,71.0,102.0,139.0,96.0,90.0,232.0,123.0,78.0,49.0,121.0,120.0,104.0,100.0,160.0,118.0,135.0,85.0,151.0,80.0,105.0
Stockton,California,3734,352.0,425,931,1513.0,294.0,131.0,140.0,68.0,61.0,81.0,80.0,140.0,133.0,143.0,57.0,71.0,132.0,47.0,76.0,84.0,135.0,57.0,48.0,63.0,45.0,114.0
Clearwater,Florida,4862,351.0,1125,1968,1515.0,353.0,131.0,92.0,91.0,81.0,85.0,112.0,96.0,168.0,121.0,146.0,150.0,167.0,153.0,109.0,151.0,109.0,101.0,78.0,123.0,229.0,420.0
Chandler,Arizona,3505,348.0,702,1551,951.0,149.0,84.0,66.0,75.0,42.0,45.0,79.0,84.0,139.0,195.0,164.0,150.0,172.0,185.0,107.0,103.0,77.0,77.0,87.0,153.0,141.0,156.0
Fort Collins,Colorado,3454,347.0,833,1543,798.0,39.0,38.0,84.0,121.0,167.0,164.0,161.0,141.0,66.0,129.0,45.0,64.0,78.0,156.0,142.0,185.0,178.0,160.0,167.0,116.0,104.0,138.0
Bellingham,Washington,4790,345.0,796,1659,1563.0,81.0,121.0,180.0,173.0,120.0,201.0,124.0,282.0,183.0,97.0,40.0,90.0,95.0,142.0,198.0,207.0,225.0,100.0,130.0,175.0,141.0,105.0
Ventura,California,4178,343.0,1064,1885,1008.0,111.0,78.0,130.0,80.0,166.0,141.0,109.0,132.0,196.0,111.0,116.0,123.0,113.0,76.0,188.0,172.0,190.0,146.0,167.0,193.0,162.0,216.0
Little Rock,Arkansas,3298,343.0,627,1125,832.0,102.0,78.0,111.0,162.0,223.0,125.0,117.0,150.0,116.0,132.0,70.0,91.0,87.0,68.0,78.0,91.0,120.0,111.0,103.0,90.0,110.0,116.0
Pueblo,Colorado,4863,342.0,1225,2064,1318.0,78.0,71.0,166.0,142.0,183.0,177.0,69.0,174.0,152.0,213.0,150.0,99.0,142.0,181.0,165.0,143.0,175.0,200.0,218.0,219.0,226.0,174.0
Olympia,Washington,4184,341.0,932,1767,1090.0,81.0,74.0,114.0,193.0,127.0,188.0,120.0,152.0,92.0,163.0,126.0,134.0,153.0,128.0,152.0,135.0,109.0,139.0,172.0,163.0,149.0,182.0
Bronx,New York,3987,340.0,1251,1976,597.0,83.0,91.0,122.0,130.0,139.0,181.0,163.0,148.0,163.0,182.0,66.0,120.0,86.0,111.0,179.0,147.0,243.0,154.0,187.0,194.0,228.0,240.0
Lynchburg,Virginia,4108,338.0,1019,1798,972.0,109.0,130.0,77.0,121.0,146.0,36.0,186.0,187.0,110.0,206.0,104.0,156.0,131.0,177.0,118.0,90.0,158.0,144.0,159.0,197.0,163.0,148.0
Saint Paul,Minnesota,5527,335.0,1219,2135,1322.0,175.0,121.0,261.0,285.0,234.0,186.0,222.0,191.0,212.0,153.0,80.0,64.0,97.0,143.0,198.0,261.0,242.0,198.0,254.0,192.0,223.0,173.0
Syracuse,New York,5650,332.0,1639,2585,1148.0,171.0,116.0,122.0,109.0,153.0,131.0,188.0,402.0,243.0,241.0,181.0,82.0,143.0,151.0,178.0,214.0,208.0,235.0,315.0,254.0,238.0,322.0
Decatur,Georgia,2567,329.0,644,1216,383.0,70.0,82.0,73.0,97.0,77.0,79.0,106.0,159.0,126.0,78.0,99.0,45.0,65.0,77.0,142.0,126.0,126.0,128.0,113.0,75.0,131.0,90.0
Santa Cruz,California,2875,328.0,795,1345,677.0,60.0,58.0,68.0,122.0,126.0,71.0,88.0,72.0,107.0,77.0,63.0,70.0,93.0,88.0,108.0,119.0,156.0,87.0,165.0,116.0,158.0,112.0
Kailua,Hawaii,2722,313.0,639,1186,695.0,88.0,39.0,55.0,76.0,120.0,85.0,89.0,79.0,66.0,126.0,74.0,92.0,134.0,54.0,54.0,129.0,102.0,77.0,98.0,92.0,158.0,106.0
Boulder,Colorado,2335,309.0,664,1325,326.0,65.0,41.0,51.0,66.0,65.0,77.0,82.0,76.0,62.0,93.0,33.0,49.0,103.0,105.0,147.0,190.0,88.0,102.0,134.0,106.0,88.0,171.0
Alexandria,Virginia,3480,307.0,862,1705,547.0,64.0,73.0,94.0,139.0,230.0,146.0,128.0,92.0,122.0,103.0,112.0,103.0,111.0,138.0,194.0,172.0,184.0,127.0,139.0,155.0,164.0,113.0
Surprise,Arizona,4545,305.0,648,1597,1215.0,201.0,195.0,75.0,105.0,162.0,138.0,148.0,174.0,254.0,231.0,223.0,210.0,166.0,202.0,80.0,108.0,142.0,35.0,52.0,61.0,170.0,131.0
Sioux Falls,South Dakota,5435,299.0,1917,2806,1008.0,118.0,133.0,117.0,166.0,236.0,121.0,167.0,156.0,263.0,124.0,110.0,174.0,127.0,86.0,147.0,204.0,288.0,281.0,177.0,472.0,346.0,321.0
Huntington Beach,California,4072,297.0,894,1557,1340.0,125.0,104.0,131.0,141.0,95.0,96.0,115.0,149.0,85.0,115.0,81.0,139.0,118.0,112.0,98.0,104.0,86.0,191.0,144.0,113.0,142.0,198.0
Traverse City,Michigan,2043,293.0,436,951,197.0,62.0,107.0,91.0,114.0,108.0,148.0,97.0,53.0,45.0,53.0,34.0,35.0,94.0,102.0,156.0,85.0,65.0,97.0,86.0,38.0,72.0,74.0
Berkeley,California,2000,289.0,352,741,645.0,36.0,44.0,55.0,82.0,61.0,46.0,61.0,95.0,73.0,57.0,32.0,51.0,72.0,71.0,64.0,72.0,104.0,65.0,42.0,53.0,35.0,67.0
Clovis,California,2308,289.0,442,860,758.0,84.0,46.0,46.0,53.0,83.0,63.0,93.0,59.0,59.0,74.0,86.0,64.0,65.0,57.0,87.0,74.0,53.0,81.0,50.0,88.0,76.0,68.0
Davenport,Florida,628,284.0,161,309,93.0,24.0,27.0,33.0,18.0,23.0,12.0,18.0,15.0,17.0,36.0,24.0,24.0,26.0,28.0,21.0,27.0,37.0,24.0,16.0,26.0,18.0,30.0
Hilo,Hawaii,5681,284.0,1129,2095,2123.0,185.0,71.0,147.0,134.0,131.0,71.0,140.0,200.0,129.0,159.0,190.0,211.0,168.0,93.0,137.0,235.0,149.0,226.0,249.0,165.0,154.0,177.0
Baton Rouge,Louisiana,1907,283.0,403,739,662.0,66.0,29.0,52.0,48.0,52.0,45.0,61.0,52.0,48.0,27.0,48.0,47.0,54.0,62.0,78.0,59.0,53.0,43.0,56.0,89.0,97.0,55.0
Riverside,California,4267,283.0,744,1277,1673.0,269.0,104.0,70.0,138.0,56.0,103.0,80.0,184.0,169.0,124.0,68.0,90.0,122.0,57.0,84.0,110.0,87.0,88.0,108.0,249.0,120.0,96.0
Fort Wayne,Indiana,3068,282.0,721,1292,880.0,65.0,48.0,114.0,117.0,84.0,74.0,57.0,64.0,138.0,105.0,55.0,48.0,68.0,57.0,149.0,162.0,135.0,156.0,138.0,139.0,42.0,139.0
Yuma,Arizona,2222,282.0,676,1277,357.0,44.0,23.0,39.0,18.0,28.0,71.0,44.0,86.0,133.0,94.0,78.0,132.0,145.0,92.0,84.0,68.0,80.0,46.0,54.0,192.0,166.0,119.0
Corpus Christi,Texas,2565,279.0,534,1067,643.0,43.0,70.0,123.0,85.0,94.0,86.0,94.0,91.0,53.0,82.0,92.0,23.0,65.0,131.0,103.0,123.0,103.0,90.0,125.0,91.0,70.0,59.0
Arvada,Colorado,2122,279.0,501,856,527.0,50.0,65.0,70.0,66.0,80.0,83.0,98.0,84.0,55.0,67.0,54.0,27.0,52.0,57.0,67.0,93.0,84.0,94.0,71.0,91.0,106.0,72.0
Dayton,Ohio,4229,276.0,1486,2253,815.0,67.0,50.0,91.0,70.0,123.0,155.0,168.0,162.0,91.0,141.0,115.0,120.0,158.0,104.0,138.0,137.0,262.0,191.0,191.0,270.0,294.0,283.0
Newark,New Jersey,4769,275.0,923,1810,1075.0,113.0,81.0,82.0,203.0,192.0,157.0,158.0,364.0,294.0,208.0,138.0,223.0,89.0,101.0,106.0,208.0,207.0,141.0,129.0,135.0,217.0,126.0
Napa,California,2091,275.0,420,667,733.0,63.0,40.0,47.0,60.0,70.0,122.0,110.0,55.0,56.0,65.0,21.0,52.0,41.0,27.0,46.0,47.0,77.0,64.0,73.0,58.0,50.0,92.0
New Haven,Connecticut,6661,274.0,1840,3069,1337.0,205.0,127.0,279.0,199.0,249.0,234.0,277.0,250.0,219.0,193.0,112.0,124.0,202.0,188.0,195.0,336.0,365.0,415.0,371.0,269.0,208.0,242.0
Detroit,Michigan,2379,273.0,858,1342,494.0,14.0,21.0,22.0,46.0,73.0,48.0,58.0,58.0,77.0,116.0,34.0,53.0,58.0,80.0,115.0,125.0,118.0,111.0,143.0,149.0,157.0,170.0
Roseville,California,1947,273.0,408,680,630.0,88.0,40.0,73.0,45.0,33.0,39.0,43.0,50.0,142.0,69.0,46.0,34.0,38.0,41.0,59.0,48.0,67.0,53.0,61.0,85.0,76.0,71.0
Arlington,Texas,6005,272.0,882,1795,1907.0,214.0,141.0,354.0,240.0,300.0,269.0,160.0,223.0,191.0,146.0,150.0,88.0,91.0,117.0,313.0,168.0,184.0,220.0,121.0,48.0,142.0,198.0
Providence,Rhode Island,4456,272.0,1365,2084,1184.0,57.0,92.0,98.0,113.0,141.0,191.0,139.0,94.0,106.0,134.0,58.0,93.0,112.0,74.0,120.0,219.0,251.0,358.0,267.0,148.0,166.0,191.0
San Luis Obispo,California,3740,272.0,734,1342,1014.0,118.0,65.0,131.0,108.0,134.0,139.0,201.0,231.0,101.0,127.0,104.0,107.0,141.0,79.0,106.0,84.0,133.0,122.0,125.0,118.0,126.0,115.0
Galveston,Texas,1507,269.0,465,849,113.0,32.0,26.0,71.0,49.0,66.0,80.0,53.0,70.0,25.0,36.0,68.0,13.0,75.0,37.0,41.0,151.0,145.0,83.0,66.0,92.0,33.0,75.0
Kailua Kona,Hawaii,4766,269.0,941,2002,1333.0,162.0,101.0,85.0,95.0,151.0,108.0,144.0,152.0,173.0,211.0,233.0,225.0,206.0,162.0,153.0,108.0,170.0,100.0,159.0,153.0,183.0,155.0
Old Orchard Beach,Maine,6790,269.0,1380,2970,1437.0,168.0,261.0,252.0,300.0,199.0,139.0,174.0,370.0,246.0,238.0,114.0,134.0,252.0,227.0,390.0,439.0,209.0,105.0,196.0,234.0,381.0,282.0
Burlington,Vermont,6880,268.0,1419,2507,1910.0,120.0,144.0,165.0,328.0,367.0,271.0,266.0,325.0,230.0,206.0,148.0,176.0,160.0,117.0,160.0,287.0,349.0,233.0,298.0,247.0,211.0,138.0
Marietta,Georgia,2278,267.0,625,1087,504.0,58.0,69.0,72.0,62.0,77.0,67.0,67.0,64.0,70.0,61.0,85.0,41.0,70.0,61.0,105.0,99.0,84.0,149.0,70.0,68.0,114.0,150.0
Hollywood,Florida,3872,267.0,768,1608,1063.0,125.0,145.0,161.0,85.0,63.0,73.0,126.0,151.0,118.0,127.0,80.0,123.0,213.0,193.0,122.0,122.0,82.0,60.0,116.0,92.0,148.0,233.0
Inglewood,California,2184,266.0,554,917,582.0,73.0,54.0,26.0,48.0,58.0,49.0,102.0,48.0,72.0,138.0,62.0,59.0,62.0,39.0,76.0,73.0,43.0,73.0,67.0,67.0,84.0,200.0
Port Saint Lucie,Florida,1512,265.0,330,644,358.0,34.0,53.0,43.0,46.0,27.0,36.0,26.0,35.0,30.0,159.0,60.0,44.0,54.0,93.0,23.0,57.0,31.0,40.0,41.0,36.0,46.0,119.0
Bangor,Maine,9602,263.0,2017,3671,3613.0,108.0,126.0,187.0,276.0,286.0,253.0,278.0,324.0,242.0,211.0,98.0,184.0,170.0,234.0,259.0,573.0,594.0,460.0,340.0,214.0,191.0,300.0
Montgomery,Alabama,3358,260.0,743,1398,697.0,54.0,66.0,133.0,179.0,199.0,47.0,63.0,91.0,170.0,221.0,105.0,49.0,95.0,94.0,214.0,100.0,166.0,99.0,78.0,128.0,75.0,166.0
Grand Rapids,Michigan,2728,260.0,901,1425,398.0,48.0,30.0,80.0,82.0,92.0,104.0,146.0,127.0,92.0,66.0,83.0,43.0,59.0,101.0,93.0,154.0,136.0,111.0,204.0,120.0,157.0,164.0
Carlsbad,California,2016,258.0,521,846,512.0,54.0,63.0,51.0,67.0,58.0,65.0,61.0,82.0,82.0,66.0,36.0,31.0,46.0,62.0,58.0,74.0,91.0,104.0,62.0,61.0,114.0,87.0
Des Moines,Iowa,10028,258.0,1972,3992,3132.0,241.0,103.0,129.0,201.0,259.0,475.0,464.0,454.0,305.0,202.0,234.0,211.0,396.0,240.0,455.0,454.0,463.0,353.0,457.0,176.0,265.0,313.0
Columbia,Missouri,4136,256.0,1500,2162,841.0,71.0,59.0,92.0,90.0,93.0,98.0,166.0,151.0,107.0,164.0,115.0,78.0,134.0,87.0,82.0,167.0,198.0,221.0,274.0,278.0,303.0,209.0
Missoula,Montana,2405,252.0,594,1231,540.0,43.0,69.0,90.0,94.0,62.0,37.0,45.0,61.0,47.0,51.0,71.0,53.0,75.0,90.0,192.0,144.0,155.0,82.0,87.0,100.0,115.0,76.0
Everett,Washington,4324,251.0,993,1871,1207.0,31.0,94.0,221.0,193.0,132.0,97.0,143.0,141.0,111.0,81.0,62.0,113.0,136.0,125.0,199.0,165.0,346.0,197.0,149.0,121.0,91.0,161.0
Albany,New York,5095,251.0,1374,2249,1102.0,148.0,117.0,95.0,163.0,237.0,173.0,193.0,265.0,222.0,110.0,69.0,91.0,191.0,136.0,206.0,153.0,234.0,165.0,265.0,165.0,250.0,313.0
Eureka,California,2676,248.0,867,1368,536.0,32.0,81.0,49.0,111.0,86.0,88.0,76.0,86.0,92.0,57.0,40.0,67.0,60.0,126.0,93.0,103.0,162.0,111.0,178.0,140.0,142.0,113.0
Littleton,Colorado,1972,247.0,498,913,435.0,44.0,31.0,39.0,60.0,84.0,38.0,51.0,151.0,85.0,37.0,35.0,42.0,64.0,51.0,96.0,102.0,87.0,87.0,74.0,98.0,86.0,74.0
South Lake Tahoe,California,2502,246.0,565,964,632.0,64.0,73.0,125.0,101.0,87.0,52.0,43.0,76.0,118.0,128.0,75.0,45.0,66.0,24.0,68.0,119.0,142.0,63.0,64.0,80.0,105.0,134.0
Visalia,California,3139,245.0,537,1030,1452.0,125.0,33.0,25.0,47.0,62.0,84.0,39.0,136.0,50.0,20.0,80.0,61.0,86.0,108.0,88.0,92.0,62.0,86.0,49.0,118.0,106.0,104.0
Worcester,Massachusetts,4777,240.0,1283,1929,1646.0,75.0,93.0,126.0,131.0,121.0,122.0,108.0,152.0,146.0,115.0,59.0,62.0,110.0,109.0,113.0,143.0,239.0,236.0,169.0,160.0,269.0,211.0
Wichita,Kansas,3468,238.0,994,2050,487.0,13.0,69.0,84.0,54.0,223.0,132.0,65.0,93.0,98.0,99.0,65.0,186.0,191.0,135.0,187.0,236.0,178.0,143.0,111.0,165.0,305.0,122.0
La Quinta,California,1217,238.0,277,529,344.0,34.0,19.0,11.0,12.0,38.0,34.0,32.0,56.0,45.0,48.0,55.0,32.0,60.0,32.0,39.0,42.0,33.0,25.0,29.0,26.0,95.0,63.0
Concord,California,1507,235.0,352,683,412.0,50.0,45.0,31.0,37.0,42.0,35.0,24.0,45.0,38.0,53.0,41.0,70.0,66.0,32.0,61.0,64.0,70.0,37.0,67.0,54.0,48.0,69.0
North Charleston,South Carolina,2867,233.0,829,1329,802.0,58.0,39.0,85.0,71.0,85.0,60.0,50.0,117.0,77.0,59.0,93.0,37.0,72.0,40.0,141.0,126.0,148.0,163.0,114.0,84.0,146.0,172.0
Peoria,Arizona,2165,232.0,374,806,645.0,89.0,60.0,44.0,65.0,47.0,60.0,73.0,99.0,60.0,102.0,65.0,62.0,128.0,52.0,73.0,61.0,25.0,41.0,56.0,65.0,89.0,78.0
Chula Vista,California,2045,231.0,390,685,738.0,52.0,48.0,52.0,62.0,66.0,52.0,75.0,50.0,61.0,79.0,42.0,40.0,49.0,63.0,47.0,63.0,47.0,76.0,75.0,71.0,47.0,79.0
Greenville,North Carolina,2963,230.0,659,1069,944.0,146.0,100.0,85.0,65.0,62.0,61.0,65.0,171.0,123.0,57.0,50.0,68.0,69.0,44.0,65.0,119.0,63.0,98.0,96.0,99.0,125.0,168.0
Cathedral City,California,1850,229.0,356,731,604.0,79.0,63.0,46.0,35.0,30.0,34.0,16.0,60.0,61.0,74.0,62.0,61.0,80.0,66.0,69.0,42.0,42.0,36.0,49.0,39.0,91.0,101.0
Summerville,South Carolina,1914,229.0,399,715,514.0,40.0,46.0,77.0,85.0,60.0,67.0,99.0,71.0,46.0,77.0,56.0,26.0,26.0,53.0,92.0,71.0,70.0,87.0,67.0,60.0,43.0,68.0
Arlington,Virginia,5079,227.0,1032,2357,1172.0,119.0,124.0,195.0,179.0,132.0,114.0,123.0,183.0,148.0,184.0,148.0,125.0,156.0,134.0,276.0,426.0,333.0,125.0,138.0,216.0,155.0,134.0
Mount Pleasant,South Carolina,2721,227.0,608,1096,799.0,103.0,84.0,69.0,61.0,114.0,58.0,52.0,97.0,65.0,86.0,91.0,65.0,92.0,65.0,88.0,100.0,133.0,127.0,121.0,73.0,77.0,83.0
Daytona Beach,Florida,2917,226.0,355,712,1013.0,262.0,107.0,79.0,90.0,105.0,92.0,98.0,173.0,116.0,54.0,46.0,64.0,87.0,45.0,50.0,74.0,50.0,49.0,53.0,29.0,68.0,103.0
Vallejo,California,2210,226.0,384,694,808.0,108.0,91.0,70.0,44.0,62.0,67.0,100.0,39.0,58.0,48.0,36.0,38.0,66.0,58.0,48.0,72.0,94.0,63.0,64.0,49.0,64.0,52.0
Indio,California,1014,224.0,246,484,219.0,36.0,34.0,23.0,9.0,29.0,22.0,25.0,59.0,36.0,25.0,54.0,49.0,41.0,39.0,37.0,21.0,26.0,44.0,30.0,36.0,38.0,67.0
Chico,California,2198,224.0,626,937,506.0,33.0,64.0,53.0,86.0,105.0,86.0,129.0,65.0,69.0,57.0,36.0,21.0,87.0,29.0,48.0,66.0,127.0,67.0,134.0,115.0,74.0,133.0
Venice,Florida,1143,224.0,217,437,359.0,13.0,30.0,37.0,46.0,21.0,12.0,69.0,33.0,23.0,56.0,40.0,30.0,46.0,34.0,39.0,33.0,26.0,20.0,20.0,37.0,54.0,43.0
Lake Worth,Florida,3294,224.0,787,1419,725.0,103.0,104.0,131.0,102.0,77.0,67.0,62.0,151.0,189.0,137.0,104.0,101.0,179.0,122.0,75.0,55.0,90.0,70.0,110.0,84.0,180.0,212.0
La Mesa,California,2747,222.0,583,939,970.0,48.0,58.0,100.0,90.0,130.0,94.0,85.0,73.0,57.0,81.0,56.0,56.0,45.0,46.0,56.0,99.0,84.0,125.0,89.0,90.0,80.0,105.0
Ashland,Oregon,2122,221.0,520,872,529.0,39.0,68.0,60.0,63.0,59.0,69.0,65.0,62.0,59.0,137.0,64.0,29.0,41.0,51.0,76.0,98.0,137.0,64.0,93.0,97.0,96.0,56.0
Kalispell,Montana,2208,220.0,374,652,850.0,89.0,86.0,77.0,124.0,42.0,74.0,36.0,103.0,27.0,45.0,8.0,26.0,35.0,57.0,34.0,88.0,112.0,69.0,47.0,58.0,39.0,65.0
Lawrenceville,Georgia,1245,218.0,348,599,230.0,31.0,41.0,55.0,62.0,22.0,48.0,60.0,34.0,29.0,14.0,37.0,38.0,47.0,40.0,45.0,45.0,76.0,56.0,39.0,46.0,66.0,70.0
Walnut Creek,California,1993,217.0,406,838,649.0,48.0,45.0,46.0,69.0,44.0,36.0,47.0,40.0,64.0,51.0,66.0,67.0,82.0,65.0,77.0,73.0,91.0,50.0,58.0,79.0,67.0,67.0
Silver Spring,Maryland,2524,215.0,603,1153,521.0,71.0,40.0,54.0,100.0,93.0,113.0,146.0,93.0,60.0,70.0,62.0,56.0,94.0,101.0,89.0,127.0,171.0,57.0,77.0,119.0,103.0,94.0
Port Charlotte,Florida,1193,214.0,232,402,374.0,63.0,32.0,57.0,44.0,35.0,21.0,34.0,33.0,22.0,59.0,43.0,15.0,42.0,39.0,29.0,13.0,25.0,23.0,28.0,27.0,63.0,58.0
Lubbock,Texas,1883,213.0,630,938,299.0,18.0,22.0,25.0,32.0,49.0,62.0,65.0,65.0,103.0,137.0,90.0,34.0,52.0,41.0,33.0,111.0,108.0,116.0,89.0,101.0,100.0,117.0
Oxnard,California,2169,212.0,436,770,703.0,67.0,51.0,85.0,62.0,74.0,60.0,70.0,51.0,67.0,98.0,37.0,54.0,71.0,37.0,75.0,56.0,73.0,41.0,63.0,80.0,87.0,90.0
Iowa City,Iowa,3339,212.0,1119,1825,562.0,92.0,87.0,91.0,60.0,181.0,149.0,41.0,71.0,99.0,62.0,65.0,99.0,71.0,101.0,149.0,172.0,257.0,202.0,146.0,172.0,173.0,213.0
Fredericksburg,Virginia,1872,211.0,544,931,305.0,47.0,34.0,79.0,49.0,67.0,70.0,104.0,61.0,40.0,68.0,45.0,39.0,84.0,42.0,65.0,92.0,131.0,51.0,107.0,80.0,108.0,79.0
Lincoln,Nebraska,2112,211.0,541,1054,407.0,51.0,46.0,74.0,78.0,47.0,50.0,72.0,69.0,75.0,75.0,42.0,53.0,93.0,82.0,110.0,121.0,94.0,103.0,77.0,85.0,93.0,96.0
Bremerton,Washington,2330,209.0,560,970,590.0,76.0,46.0,70.0,85.0,118.0,55.0,64.0,118.0,86.0,50.0,36.0,76.0,72.0,70.0,64.0,74.0,115.0,86.0,119.0,86.0,70.0,90.0
Anaheim,California,4259,208.0,593,1172,1442.0,186.0,116.0,105.0,176.0,248.0,156.0,166.0,189.0,135.0,137.0,127.0,126.0,72.0,85.0,83.0,98.0,84.0,72.0,68.0,97.0,146.0,128.0
Puyallup,Washington,2612,208.0,436,777,1025.0,85.0,79.0,43.0,111.0,112.0,73.0,42.0,85.0,75.0,91.0,40.0,56.0,58.0,74.0,62.0,57.0,82.0,55.0,92.0,65.0,89.0,46.0
Vero Beach,Florida,2004,207.0,314,684,681.0,36.0,62.0,35.0,69.0,50.0,50.0,34.0,43.0,88.0,123.0,122.0,51.0,91.0,55.0,37.0,44.0,63.0,29.0,33.0,36.0,78.0,70.0
Santa Monica,California,2877,206.0,817,1274,758.0,95.0,75.0,70.0,101.0,97.0,66.0,75.0,71.0,68.0,118.0,57.0,51.0,74.0,50.0,86.0,108.0,132.0,195.0,145.0,99.0,174.0,75.0
Englewood,Colorado,3678,204.0,873,1459,839.0,87.0,106.0,155.0,212.0,141.0,170.0,177.0,176.0,99.0,47.0,61.0,73.0,67.0,84.0,162.0,123.0,185.0,173.0,122.0,220.0,106.0,76.0
Rochester,Minnesota,2532,202.0,1047,1524,238.0,41.0,77.0,55.0,63.0,63.0,91.0,68.0,51.0,126.0,133.0,31.0,39.0,98.0,42.0,73.0,172.0,156.0,132.0,123.0,171.0,196.0,217.0
Manchester,New Hampshire,4925,201.0,835,1688,1524.0,75.0,97.0,156.0,159.0,268.0,188.0,228.0,233.0,157.0,111.0,81.0,82.0,174.0,139.0,183.0,209.0,180.0,123.0,139.0,142.0,130.0,113.0
Huntsville,Alabama,1059,200.0,406,629,107.0,15.0,29.0,23.0,41.0,32.0,19.0,32.0,58.0,17.0,42.0,32.0,31.0,32.0,32.0,29.0,72.0,80.0,60.0,49.0,54.0,74.0,95.0
Ocala,Florida,1254,200.0,284,476,348.0,82.0,39.0,36.0,28.0,30.0,23.0,46.0,38.0,39.0,37.0,55.0,31.0,21.0,50.0,42.0,19.0,42.0,21.0,57.0,61.0,26.0,63.0
Hampton,Virginia,1703,199.0,483,822,245.0,54.0,29.0,42.0,71.0,90.0,57.0,71.0,71.0,66.0,61.0,46.0,36.0,40.0,67.0,64.0,81.0,92.0,68.0,61.0,59.0,90.0,111.0
Renton,Washington,2086,199.0,469,787,581.0,14.0,44.0,82.0,124.0,118.0,69.0,81.0,66.0,52.0,52.0,39.0,26.0,30.0,38.0,69.0,98.0,116.0,103.0,68.0,78.0,51.0,66.0
Temecula,California,982,198.0,252,464,151.0,16.0,25.0,19.0,52.0,32.0,31.0,24.0,22.0,37.0,94.0,30.0,19.0,39.0,33.0,48.0,39.0,62.0,30.0,30.0,53.0,36.0,53.0
Pompano Beach,Florida,2045,197.0,491,1042,445.0,46.0,68.0,40.0,63.0,44.0,29.0,67.0,61.0,29.0,100.0,82.0,77.0,112.0,118.0,89.0,65.0,67.0,59.0,60.0,65.0,88.0,147.0
