Day,Display URL domain,Impression share,Overlap rate,Position above rate,Top of page rate,Abs. Top of page rate,Outranking share
2024-05-19,trustedhealth.com,< 10%,3.33%,28.06%,83.71%,13.87%,37.31%
2024-05-19,hometogo.com,< 10%,6.28%,19.19%,50.05%,4.19%,37.20%
2024-05-19,evolve.com,13.39%,29.47%,44.99%,94.27%,38.71%,32.66%
2024-05-18,evolve.com,12.08%,26.46%,43.41%,92.90%,35.77%,30.68%
2024-05-11,airbnb.com,25.72%,36.06%,36.46%,84.38%,29.77%,35.22%
2024-05-11,indeed.com,< 10%,3.42%,25.51%,88.36%,16.76%,40.20%
2024-05-11,vrbo.com,< 10%,3.82%,49.77%,85.08%,32.43%,39.78%
2024-05-11,vivian.com,< 10%,2.25%,23.26%,77.68%,16.40%,40.34%
2024-05-11,hellolanding.com,< 10%,8.91%,43.53%,83.55%,37.19%,38.98%
2024-05-19,vivian.com,< 10%,2.43%,34.27%,81.00%,16.83%,37.34%
2024-05-18,airbnb.com,30.59%,39.56%,41.21%,86.58%,35.48%,29.02%
2024-05-18,hellolanding.com,< 10%,7.53%,49.89%,84.36%,38.35%,33.36%
2024-05-18,vrbo.com,< 10%,5.17%,50.81%,85.57%,32.81%,33.76%
2024-05-19,hellolanding.com,< 10%,6.86%,49.50%,85.88%,39.58%,36.38%
2024-05-19,airbnb.com,29.05%,37.37%,37.80%,86.31%,33.76%,32.34%
2024-05-19,vrbo.com,< 10%,3.70%,46.79%,86.57%,32.77%,37.01%
2024-05-18,You,34.67%, --, --,89.88%,46.73%, --
2024-05-11,You,40.56%, --, --,89.71%,52.53%, --
2024-05-18,vivian.com,< 10%,2.93%,35.06%,82.00%,18.00%,34.31%
2024-05-18,indeed.com,< 10%,2.98%,27.68%,86.33%,14.64%,34.38%
2024-05-19,You,37.66%, --, --,89.88%,48.20%, --
2024-05-19,indeed.com,< 10%,3.28%,31.09%,87.23%,18.36%,37.27%
2024-05-10,hometogo.com,< 10%,7.34%,20.17%,57.13%,7.05%,35.95%
2024-05-13,ayahealthcare.com,< 10%,3.06%,43.84%,89.99%,34.68%,37.80%
2024-05-14,travelnursehousing.com,< 10%,19.80%,23.10%,91.12%,21.84%,35.76%
2024-05-10,evolve.com,< 10%,19.47%,36.29%,90.90%,29.29%,33.91%
2024-05-14,hometogo.com,< 10%,6.24%,17.02%,52.08%,4.69%,37.08%
2024-05-10,apartmentlist.com,< 10%,11.53%,26.46%,76.65%,12.93%,35.38%
2024-05-13,trustedhealth.com,< 10%,2.74%,23.98%,82.15%,15.51%,38.06%
2024-05-13,apartmentlist.com,< 10%,9.99%,27.65%,77.43%,13.20%,37.25%
2024-05-10,travelnursehousing.com,15.43%,35.05%,26.25%,91.99%,23.27%,33.13%
2024-05-14,ayahealthcare.com,< 10%,3.30%,51.59%,89.82%,39.96%,36.84%
2024-05-10,ayahealthcare.com,< 10%,3.65%,48.12%,89.59%,35.37%,35.85%
2024-05-13,travelnursehousing.com,< 10%,20.15%,22.44%,90.40%,21.05%,36.58%
2024-05-13,hometogo.com,< 10%,5.16%,18.92%,48.00%,3.45%,37.94%
2024-05-14,apartmentlist.com,< 10%,10.34%,24.71%,76.62%,11.69%,36.52%
2024-05-10,trustedhealth.com,< 10%,2.82%,29.19%,81.90%,16.75%,36.19%
2024-05-17,evolve.com,11.49%,24.57%,45.28%,92.16%,37.13%,32.84%
2024-05-17,hometogo.com,< 10%,6.17%,14.29%,40.31%,2.91%,36.63%
2024-05-13,evolve.com,10.48%,22.96%,36.23%,91.94%,30.82%,35.12%
2024-05-17,travelnursehousing.com,12.21%,30.93%,8.84%,84.93%,4.80%,35.95%
2024-05-14,trustedhealth.com,< 10%,2.97%,30.40%,85.78%,17.40%,37.14%
2024-05-14,evolve.com,< 10%,15.70%,26.63%,89.24%,24.26%,35.91%
2024-05-17,trustedhealth.com,< 10%,2.38%,35.80%,81.26%,14.48%,36.64%
2024-05-17,ayahealthcare.com,< 10%,4.00%,47.79%,92.10%,42.07%,36.25%
2024-05-17,apartmentlist.com,< 10%,9.58%,30.06%,76.42%,13.63%,35.89%
2024-05-10,hellolanding.com,< 10%,8.73%,44.93%,84.68%,38.96%,35.06%
2024-05-14,airbnb.com,26.90%,35.95%,35.65%,84.54%,32.79%,32.67%
2024-05-14,hellolanding.com,< 10%,7.23%,39.49%,83.46%,33.84%,36.40%
2024-05-14,vrbo.com,< 10%,4.13%,49.84%,85.73%,33.84%,36.70%
2024-05-13,hellolanding.com,< 10%,8.29%,37.71%,80.66%,31.86%,37.11%
2024-05-13,vrbo.com,< 10%,3.87%,46.93%,84.86%,31.39%,37.61%
2024-05-13,airbnb.com,26.80%,34.24%,32.04%,84.36%,31.56%,34.11%
2024-05-17,airbnb.com,27.90%,36.97%,40.94%,87.00%,35.05%,31.36%
2024-05-17,hellolanding.com,< 10%,7.26%,43.93%,83.90%,34.69%,35.78%
2024-05-10,vivian.com,< 10%,2.14%,22.14%,78.54%,15.95%,36.32%
2024-05-10,indeed.com,< 10%,2.84%,25.81%,81.89%,12.94%,36.22%
2024-05-13,indeed.com,< 10%,2.18%,24.36%,84.20%,11.06%,38.11%
2024-05-14,vivian.com,< 10%,1.89%,31.25%,79.98%,17.24%,37.25%
2024-05-13,vivian.com,< 10%,1.73%,25.81%,83.33%,15.44%,38.14%
2024-05-10,airbnb.com,23.27%,32.41%,37.52%,85.14%,31.06%,32.05%
2024-05-10,vrbo.com,< 10%,3.97%,39.23%,85.14%,35.24%,35.92%
2024-05-17,vrbo.com,< 10%,5.57%,50.92%,87.18%,36.11%,35.91%
2024-05-17,You,36.95%, --, --,89.57%,46.91%, --
2024-05-17,vivian.com,< 10%,2.17%,35.14%,83.94%,18.88%,36.67%
2024-05-10,You,36.49%, --, --,89.72%,47.30%, --
2024-05-13,You,38.31%, --, --,89.28%,53.13%, --
2024-05-14,You,37.47%, --, --,89.36%,53.94%, --
2024-05-14,indeed.com,< 10%,3.26%,16.47%,83.57%,13.00%,37.27%
2024-05-17,indeed.com,< 10%,2.91%,24.24%,86.39%,13.73%,36.69%
