Day,Display URL domain,Impression share,Overlap rate,Position above rate,Top of page rate,Abs. Top of page rate,Outranking share
2024-02-28,hellolanding.com,< 10%,5.51%,17.65%,77.69%,15.77%,43.66%
2024-02-15,travelnursehousing.com,46.53%,60.44%,5.36%,93.35%,4.57%,66.85%
2024-02-15,info.com,< 10%,5.83%,6.48%,80.95%,3.97%,68.83%
2024-02-15,favoes.com,< 10%,5.23%,1.03%,75.70%,0.00%,69.05%
2024-02-15,You,69.09%, --, --,96.28%,86.18%, --
2024-02-15,airbnb.com,11.11%,14.73%,1.47%,64.77%,2.01%,68.94%
2024-02-15,hellolanding.com,< 10%,13.49%,2.40%,54.85%,2.61%,68.87%
2024-02-19,travelnursehousing.com,45.28%,53.86%,12.38%,93.17%,11.57%,78.11%
2024-02-19,info.com,< 10%,5.47%,8.13%,85.98%,5.49%,83.31%
2024-02-19,favoes.com,< 10%,9.71%,0.00%,74.13%,0.00%,83.69%
2024-02-19,You,83.69%, --, --,94.32%,79.14%, --
2024-02-19,airbnb.com,12.82%,14.98%,5.02%,54.91%,3.79%,83.06%
2024-02-19,hellolanding.com,< 10%,8.48%,12.10%,74.02%,10.24%,82.83%
2024-02-23,travelnursehousing.com,54.48%,66.63%,22.01%,94.27%,20.17%,65.98%
2024-02-23,info.com,< 10%,7.66%,14.09%,89.26%,7.02%,76.49%
2024-02-23,favoes.com,< 10%,11.35%,1.23%,78.07%,0.29%,77.22%
2024-02-27,travelnursehousing.com,58.75%,69.41%,22.98%,94.77%,20.52%,67.17%
2024-02-27,info.com,< 10%,7.40%,12.88%,91.76%,4.66%,79.16%
2024-02-27,favoes.com,< 10%,4.96%,0.00%,70.17%,0.00%,79.92%
2024-02-23,You,77.32%, --, --,95.47%,71.65%, --
2024-02-23,airbnb.com,10.23%,12.47%,3.07%,51.32%,1.58%,77.03%
2024-02-23,hellolanding.com,< 10%,8.36%,14.58%,69.08%,12.45%,76.38%
2024-02-27,You,79.92%, --, --,95.63%,72.69%, --
2024-02-27,airbnb.com,16.33%,19.12%,4.40%,64.75%,2.74%,79.25%
2024-02-27,hellolanding.com,< 10%,6.76%,12.86%,62.30%,11.11%,79.23%
