Day,Display URL domain,Impression share,Overlap rate,Position above rate,Top of page rate,Abs. Top of page rate,Outranking share
2024-05-03,apartmentlist.com,< 10%,8.20%,27.60%,77.89%,12.44%,35.00%
2024-04-27,evolve.com,< 10%,17.34%,41.47%,91.76%,34.65%,31.60%
2024-04-26,evolve.com,< 10%,15.64%,41.45%,91.22%,32.47%,31.05%
2024-04-28,apartmentlist.com,< 10%,9.75%,28.21%,80.87%,13.66%,33.64%
2024-05-03,evolve.com,< 10%,14.37%,37.86%,92.32%,30.63%,33.87%
2024-04-27,vivian.com,< 10%,2.64%,29.80%,79.64%,17.90%,33.78%
2024-04-26,vivian.com,< 10%,3.14%,30.10%,83.48%,19.63%,32.88%
2024-04-27,You,34.05%, --, --,91.49%,51.49%, --
2024-04-27,hellolanding.com,< 10%,7.70%,32.73%,81.46%,31.70%,33.19%
2024-04-28,You,34.59%, --, --,92.37%,52.79%, --
2024-04-28,vivian.com,< 10%,2.20%,27.20%,76.81%,13.64%,34.38%
2024-05-03,You,35.81%, --, --,91.46%,52.93%, --
2024-04-26,hellolanding.com,< 10%,8.67%,33.95%,78.16%,30.17%,32.22%
2024-04-27,airbnb.com,21.25%,27.37%,34.85%,84.21%,32.19%,30.80%
2024-04-26,You,33.20%, --, --,91.13%,51.84%, --
2024-05-03,vivian.com,< 10%,2.52%,29.87%,81.97%,17.85%,35.54%
2024-04-28,hellolanding.com,< 10%,7.35%,36.45%,82.59%,31.10%,33.66%
2024-04-28,airbnb.com,23.03%,29.23%,31.72%,83.18%,33.42%,31.38%
2024-04-26,airbnb.com,20.09%,28.25%,32.52%,84.21%,30.97%,30.15%
2024-05-03,hellolanding.com,< 10%,7.64%,33.91%,80.53%,30.02%,34.89%
2024-04-26,vrbo.com,< 10%,4.15%,49.03%,88.49%,35.71%,32.52%
2024-04-28,vrbo.com,< 10%,3.81%,44.44%,86.71%,34.44%,34.00%
2024-04-27,vrbo.com,< 10%,3.92%,48.21%,89.68%,37.03%,33.41%
2024-05-03,vrbo.com,< 10%,3.54%,50.46%,84.18%,32.74%,35.17%
2024-05-03,airbnb.com,20.65%,28.06%,33.59%,83.82%,29.34%,32.44%
2024-04-27,trustedhealth.com,< 10%,3.73%,30.99%,83.29%,17.61%,33.66%
2024-05-03,trustedhealth.com,< 10%,2.98%,31.32%,82.85%,16.85%,35.48%
2024-04-26,trustedhealth.com,< 10%,3.55%,39.64%,80.23%,14.83%,32.73%
2024-04-28,trustedhealth.com,< 10%,3.46%,28.06%,82.57%,20.05%,34.25%
2024-04-29,ayahealthcare.com,< 10%,4.37%,38.36%,89.33%,33.65%,32.05%
2024-05-02,ayahealthcare.com,< 10%,3.81%,44.49%,89.64%,39.40%,31.13%
2024-04-29,travelnursehousing.com,21.78%,53.01%,21.86%,93.20%,21.69%,28.81%
2024-05-04,travelnursehousing.com,24.02%,54.15%,23.82%,92.86%,21.91%,29.73%
2024-05-04,ayahealthcare.com,< 10%,3.41%,43.48%,89.47%,32.76%,33.63%
2024-04-29,apartmentlist.com,< 10%,7.75%,24.90%,78.89%,10.67%,31.96%
2024-04-30,travelnursehousing.com,24.64%,54.98%,27.11%,91.83%,24.46%,27.53%
2024-05-02,travelnursehousing.com,21.31%,52.78%,22.43%,92.35%,21.34%,27.92%
2024-04-30,ayahealthcare.com,< 10%,3.89%,50.21%,90.34%,44.74%,31.72%
2024-05-04,evolve.com,< 10%,16.44%,36.08%,92.92%,31.38%,32.11%
2024-04-29,evolve.com,< 10%,10.26%,28.28%,87.73%,20.64%,31.65%
2024-05-02,evolve.com,< 10%,16.43%,37.53%,91.08%,28.55%,29.72%
2024-04-30,evolve.com,< 10%,18.51%,46.62%,90.30%,35.11%,29.56%
2024-05-04,apartmentlist.com,< 10%,9.56%,30.04%,77.71%,12.70%,33.15%
2024-05-06,ayahealthcare.com,10.44%,4.42%,48.99%,88.16%,34.28%,35.38%
2024-04-30,apartmentlist.com,< 10%,8.20%,30.75%,78.36%,12.32%,31.54%
2024-05-02,vivian.com,< 10%,2.58%,25.58%,79.14%,15.61%,31.46%
2024-04-29,You,32.59%, --, --,91.66%,55.74%, --
2024-05-02,You,31.67%, --, --,91.21%,53.92%, --
2024-05-02,apartmentlist.com,< 10%,9.05%,27.69%,79.93%,13.15%,30.88%
2024-05-06,evolve.com,< 10%,13.92%,30.79%,90.83%,26.13%,34.61%
2024-04-30,You,32.35%, --, --,92.20%,51.63%, --
2024-05-04,You,34.13%, --, --,91.42%,53.69%, --
2024-04-30,airbnb.com,21.26%,26.77%,32.48%,84.58%,33.89%,29.54%
2024-04-29,airbnb.com,20.05%,26.72%,30.16%,83.59%,32.94%,29.96%
2024-04-30,vivian.com,< 10%,2.45%,30.61%,82.58%,16.46%,32.11%
2024-04-29,hellolanding.com,< 10%,6.68%,30.43%,81.77%,29.56%,31.93%
2024-05-04,vivian.com,< 10%,2.32%,27.20%,79.57%,12.80%,33.92%
2024-04-29,vivian.com,< 10%,2.72%,28.57%,77.26%,15.22%,32.34%
2024-05-06,vivian.com,< 10%,2.61%,32.57%,78.80%,15.54%,35.85%
2024-05-02,hellolanding.com,< 10%,6.69%,33.86%,80.61%,29.67%,30.95%
2024-05-04,hellolanding.com,< 10%,7.43%,36.41%,84.23%,33.52%,33.21%
2024-05-02,vrbo.com,< 10%,3.45%,47.83%,87.48%,33.53%,31.15%
2024-05-04,vrbo.com,< 10%,3.00%,50.62%,84.72%,33.91%,33.62%
2024-04-30,hellolanding.com,< 10%,6.33%,27.44%,77.71%,27.83%,31.79%
2024-05-02,airbnb.com,21.42%,26.55%,34.88%,86.98%,34.06%,28.74%
2024-04-29,vrbo.com,< 10%,3.35%,49.11%,88.31%,35.32%,32.05%
2024-05-06,travelnursehousing.com,23.49%,53.73%,21.79%,92.76%,20.30%,31.93%
2024-05-06,You,36.16%, --, --,90.95%,56.51%, --
2024-05-06,apartmentlist.com,< 10%,7.65%,28.13%,76.31%,12.90%,35.38%
2024-04-29,trustedhealth.com,< 10%,3.53%,29.24%,81.93%,14.32%,32.25%
2024-04-30,vrbo.com,< 10%,2.97%,44.94%,87.77%,36.41%,31.92%
2024-05-06,airbnb.com,19.60%,27.99%,28.39%,79.66%,25.35%,33.29%
2024-05-04,airbnb.com,22.24%,30.11%,32.00%,83.62%,28.95%,30.85%
2024-05-02,trustedhealth.com,< 10%,2.93%,29.74%,82.93%,18.13%,31.39%
2024-05-06,hellolanding.com,< 10%,6.59%,35.60%,83.61%,30.62%,35.31%
2024-05-06,trustedhealth.com,< 10%,3.58%,31.67%,83.08%,17.23%,35.75%
2024-04-30,trustedhealth.com,< 10%,3.17%,30.00%,87.60%,19.07%,32.05%
2024-05-04,trustedhealth.com,< 10%,3.28%,28.25%,84.36%,18.67%,33.82%
2024-05-06,vrbo.com,< 10%,2.69%,52.22%,84.73%,33.89%,35.65%
