Brand Name,Category,Day,Display URL domain,Impression share,Overlap rate,Position above rate,Top of page rate,Abs. Top of page rate,Outranking share
Travel Nurse Housing,TNH,2024-04-27,indeed.com,< 10%,4.6,29.96,79.18,10.49,23.68
Travel Nurse Housing,TNH,2024-04-27,vrbo.com,< 10%,3.38,44.91,83.89,37.06,23.64
Travel Nurse Housing,TNH,2024-04-27,crosscountry.com,< 10%,5.3,26.72,84.79,18.07,23.67
Travel Nurse Housing,TNH,2024-04-27,nomadhealth.com,< 10%,1.11,34.55,82.95,17.14,23.92
Travel Nurse Housing,TNH,2024-04-25,furnishedfinder.com,32.7,66.85,76.83,93.07,55.02,9.27
Travel Nurse Housing,TNH,2024-04-25,ayahealthcare.com,12.67,2.83,47.71,85.94,30.1,18.8
Travel Nurse Housing,TNH,2024-04-25,apartmentlist.com,< 10%,11.46,27.14,83.17,13.05,18.46
Travel Nurse Housing,TNH,2024-04-25,evolve.com,< 10%,12.59,75.0,91.94,33.69,17.26
Travel Nurse Housing,TNH,2024-04-29,furnishedfinder.com,29.65,69.15,73.83,92.6,55.73,9.81
Travel Nurse Housing,TNH,2024-04-29,ayahealthcare.com,15.36,3.59,51.67,87.53,32.06,19.68
Travel Nurse Housing,TNH,2024-04-29,apartmentlist.com,< 10%,7.79,22.03,79.7,11.33,19.7
Travel Nurse Housing,TNH,2024-04-29,evolve.com,< 10%,9.4,53.65,88.22,19.6,19.04
Travel Nurse Housing,TNH,2024-04-25,You,19.06, --, --,91.89,23.56, --
Travel Nurse Housing,TNH,2024-04-25,airbnb.com,22.96,32.59,32.25,81.89,20.97,17.05
Travel Nurse Housing,TNH,2024-04-25,trustedhealth.com,< 10%,1.92,39.42,83.11,20.92,18.91
Travel Nurse Housing,TNH,2024-04-25,vivian.com,< 10%,1.96,43.4,83.31,24.96,18.89
Travel Nurse Housing,TNH,2024-04-25,hellolanding.com,< 10%,8.61,47.96,82.94,31.49,18.27
Travel Nurse Housing,TNH,2024-04-25,indeed.com,< 10%,3.41,18.48,73.27,9.11,18.94
Travel Nurse Housing,TNH,2024-04-25,vrbo.com,< 10%,4.24,43.23,85.14,36.98,18.71
Travel Nurse Housing,TNH,2024-04-25,crosscountry.com,< 10%,4.65,31.87,87.22,19.45,18.77
Travel Nurse Housing,TNH,2024-04-30,furnishedfinder.com,27.08,64.57,69.46,93.88,51.33,10.55
Travel Nurse Housing,TNH,2024-04-30,ayahealthcare.com,16.08,3.67,52.56,87.84,37.24,18.76
Travel Nurse Housing,TNH,2024-04-30,apartmentlist.com,< 10%,8.36,18.98,78.52,11.7,18.82
Travel Nurse Housing,TNH,2024-04-30,evolve.com,< 10%,15.88,67.56,90.8,36.53,17.07
Travel Nurse Housing,TNH,2024-04-25,nomadhealth.com,< 10%,1.17,39.68,85.93,15.45,18.97
Travel Nurse Housing,TNH,2024-05-01,furnishedfinder.com,28.96,67.85,74.82,93.14,54.3,9.31
Travel Nurse Housing,TNH,2024-05-01,ayahealthcare.com,14.95,3.96,52.7,88.46,33.72,18.51
Travel Nurse Housing,TNH,2024-05-01,apartmentlist.com,< 10%,9.32,22.01,78.06,14.77,18.52
Travel Nurse Housing,TNH,2024-05-01,evolve.com,< 10%,15.9,68.52,91.06,36.2,16.85
Travel Nurse Housing,TNH,2024-04-29,You,20.05, --, --,92.83,26.11, --
Travel Nurse Housing,TNH,2024-05-04,furnishedfinder.com,29.82,64.95,71.33,94.27,53.34,11.25
Travel Nurse Housing,TNH,2024-05-04,ayahealthcare.com,11.55,2.66,43.38,84.93,29.93,20.72
Travel Nurse Housing,TNH,2024-05-04,apartmentlist.com,10.61,11.32,24.22,82.21,14.39,20.39
Travel Nurse Housing,TNH,2024-05-04,evolve.com,< 10%,15.0,66.71,93.51,32.4,18.87
Travel Nurse Housing,TNH,2024-04-29,airbnb.com,20.31,29.28,27.36,82.17,23.1,18.44
Travel Nurse Housing,TNH,2024-04-29,trustedhealth.com,10.6,2.74,28.75,81.01,14.64,19.89
Travel Nurse Housing,TNH,2024-04-29,vivian.com,10.44,2.21,41.86,82.48,20.92,19.86
Travel Nurse Housing,TNH,2024-04-29,hellolanding.com,< 10%,8.2,43.93,86.2,37.33,19.33
Travel Nurse Housing,TNH,2024-04-29,indeed.com,< 10%,4.07,22.36,72.46,10.98,19.87
Travel Nurse Housing,TNH,2024-04-29,vrbo.com,< 10%,3.21,36.36,80.66,28.5,19.81
Travel Nurse Housing,TNH,2024-04-29,crosscountry.com,11.78,7.15,31.41,86.65,23.57,19.6
Travel Nurse Housing,TNH,2024-04-29,nomadhealth.com,< 10%,1.32,37.66,82.34,15.57,19.95
Travel Nurse Housing,TNH,2024-04-30,You,19.13, --, --,91.78,29.51, --
Travel Nurse Housing,TNH,2024-04-30,airbnb.com,21.22,30.66,27.21,82.69,21.92,17.53
Travel Nurse Housing,TNH,2024-04-30,trustedhealth.com,14.07,3.62,41.04,84.88,18.34,18.84
Travel Nurse Housing,TNH,2024-04-30,vivian.com,12.51,3.14,44.57,84.75,23.05,18.86
Travel Nurse Housing,TNH,2024-04-30,hellolanding.com,< 10%,7.69,37.69,83.45,32.73,18.57
Travel Nurse Housing,TNH,2024-04-30,indeed.com,< 10%,3.43,12.44,71.42,5.3,19.05
Travel Nurse Housing,TNH,2024-04-30,vrbo.com,< 10%,3.33,45.13,88.01,37.94,18.84
Travel Nurse Housing,TNH,2024-04-30,crosscountry.com,< 10%,3.07,41.11,86.12,27.8,18.89
Travel Nurse Housing,TNH,2024-04-30,nomadhealth.com,< 10%,1.67,35.71,83.26,13.79,19.01
Travel Nurse Housing,TNH,2024-05-01,You,18.91, --, --,91.96,24.82, --
Travel Nurse Housing,TNH,2024-05-01,airbnb.com,22.85,32.41,30.89,85.45,23.71,17.01
Travel Nurse Housing,TNH,2024-05-01,trustedhealth.com,11.31,2.68,41.72,83.9,18.1,18.69
Travel Nurse Housing,TNH,2024-05-01,vivian.com,11.32,3.1,39.68,82.84,23.58,18.67
Travel Nurse Housing,TNH,2024-05-01,hellolanding.com,< 10%,7.75,46.61,85.32,38.56,18.22
Travel Nurse Housing,TNH,2024-05-01,indeed.com,< 10%,3.58,14.68,68.48,7.73,18.81
Travel Nurse Housing,TNH,2024-05-01,crosscountry.com,< 10%,1.58,23.96,80.07,17.72,18.83
Travel Nurse Housing,TNH,2024-05-01,nomadhealth.com,< 10%,1.33,40.74,78.11,16.59,18.8
Travel Nurse Housing,TNH,2024-05-01,vrbo.com,< 10%,3.02,47.28,85.5,35.29,18.64
Travel Nurse Housing,TNH,2024-05-04,You,20.96, --, --,92.15,26.49, --
Travel Nurse Housing,TNH,2024-05-04,airbnb.com,27.01,34.09,33.77,85.78,24.97,18.55
Travel Nurse Housing,TNH,2024-05-04,trustedhealth.com,< 10%,2.35,34.17,82.45,18.62,20.8
Travel Nurse Housing,TNH,2024-05-04,vivian.com,< 10%,1.86,40.0,81.74,18.96,20.81
Travel Nurse Housing,TNH,2024-05-04,hellolanding.com,< 10%,9.14,45.61,86.35,41.56,20.09
Travel Nurse Housing,TNH,2024-05-04,indeed.com,10.58,7.05,50.0,92.28,27.23,20.22
Travel Nurse Housing,TNH,2024-05-04,vrbo.com,< 10%,4.6,40.43,81.72,32.83,20.57
Travel Nurse Housing,TNH,2024-05-04,crosscountry.com,< 10%,1.61,19.51,82.07,13.63,20.9
Travel Nurse Housing,TNH,2024-05-04,nomadhealth.com,< 10%,1.35,39.13,83.02,15.45,20.85
Travel Nurse Housing,TNH,2024-05-02,furnishedfinder.com,28.43,66.46,74.18,92.68,54.32,9.55
Travel Nurse Housing,TNH,2024-05-02,ayahealthcare.com,12.52,2.94,52.91,86.76,36.3,18.55
Travel Nurse Housing,TNH,2024-05-02,apartmentlist.com,< 10%,10.06,19.86,79.85,13.58,18.47
Travel Nurse Housing,TNH,2024-05-02,evolve.com,< 10%,14.07,64.56,93.36,28.73,17.13
Travel Nurse Housing,TNH,2024-05-02,You,18.84, --, --,91.68,25.91, --
Travel Nurse Housing,TNH,2024-05-02,airbnb.com,22.65,31.11,31.34,84.06,24.05,17.0
Travel Nurse Housing,TNH,2024-05-02,trustedhealth.com,< 10%,2.54,30.87,85.27,18.22,18.69
Travel Nurse Housing,TNH,2024-05-02,vivian.com,10.18,2.66,34.62,82.87,24.46,18.67
Travel Nurse Housing,TNH,2024-05-02,hellolanding.com,< 10%,8.61,41.87,81.43,33.36,18.16
Travel Nurse Housing,TNH,2024-05-02,indeed.com,< 10%,3.83,35.27,83.07,15.24,18.59
Travel Nurse Housing,TNH,2024-05-02,vrbo.com,< 10%,4.08,44.35,87.54,37.62,18.5
Travel Nurse Housing,TNH,2024-05-02,crosscountry.com,< 10%,2.08,24.59,84.98,16.19,18.75
Travel Nurse Housing,TNH,2024-05-02,nomadhealth.com,< 10%,1.2,32.86,79.62,14.55,18.77
Travel Nurse Housing,TNH,2024-04-26,furnishedfinder.com,33.17,68.68,74.26,93.3,53.15,10.23
Travel Nurse Housing,TNH,2024-04-26,ayahealthcare.com,14.29,3.79,44.39,85.97,33.94,20.53
Travel Nurse Housing,TNH,2024-04-26,apartmentlist.com,< 10%,10.18,25.05,79.95,13.46,20.35
Travel Nurse Housing,TNH,2024-04-26,evolve.com,< 10%,14.96,68.47,92.43,33.35,18.74
Travel Nurse Housing,TNH,2024-04-26,You,20.88, --, --,92.06,25.31, --
Travel Nurse Housing,TNH,2024-04-26,airbnb.com,20.72,30.57,29.01,81.81,20.58,19.03
Travel Nurse Housing,TNH,2024-04-26,trustedhealth.com,< 10%,1.86,40.22,83.73,15.89,20.73
Travel Nurse Housing,TNH,2024-04-26,vivian.com,11.04,2.71,41.04,85.29,24.29,20.65
Travel Nurse Housing,TNH,2024-04-26,hellolanding.com,< 10%,9.17,37.97,79.75,29.96,20.16
Travel Nurse Housing,TNH,2024-04-26,indeed.com,< 10%,4.96,35.1,84.77,12.17,20.52
Travel Nurse Housing,TNH,2024-04-26,vrbo.com,< 10%,3.0,38.51,83.51,32.52,20.64
Travel Nurse Housing,TNH,2024-04-26,crosscountry.com,< 10%,4.09,30.69,83.0,16.24,20.62
Travel Nurse Housing,TNH,2024-04-26,nomadhealth.com,< 10%,1.32,38.46,86.43,16.74,20.78
Travel Nurse Housing,TNH,2024-05-06,furnishedfinder.com,27.86,70.63,73.52,93.26,54.56,7.8
Travel Nurse Housing,TNH,2024-05-06,ayahealthcare.com,12.99,3.14,56.04,86.11,32.21,15.93
Travel Nurse Housing,TNH,2024-05-06,apartmentlist.com,< 10%,8.79,16.9,81.33,10.59,15.97
Travel Nurse Housing,TNH,2024-05-06,evolve.com,< 10%,12.66,66.58,91.96,29.96,14.85
Travel Nurse Housing,TNH,2024-05-07,furnishedfinder.com,29.48,72.5,74.7,94.23,55.55,6.84
Travel Nurse Housing,TNH,2024-05-07,ayahealthcare.com,13.69,2.56,54.74,88.33,36.74,14.71
Travel Nurse Housing,TNH,2024-05-07,apartmentlist.com,< 10%,7.91,18.4,75.42,12.19,14.71
Travel Nurse Housing,TNH,2024-05-07,evolve.com,< 10%,13.82,65.45,89.71,28.27,13.57
Travel Nurse Housing,TNH,2024-05-08,furnishedfinder.com,25.98,71.38,77.05,92.21,50.1,4.8
Travel Nurse Housing,TNH,2024-05-08,ayahealthcare.com,12.27,2.75,50.38,86.0,36.78,10.53
Travel Nurse Housing,TNH,2024-05-08,apartmentlist.com,< 10%,8.26,20.25,77.54,13.91,10.5
Travel Nurse Housing,TNH,2024-05-08,evolve.com,< 10%,20.72,71.98,92.82,34.44,9.08
Travel Nurse Housing,TNH,2024-05-06,You,16.22, --, --,92.56,25.64, --
Travel Nurse Housing,TNH,2024-05-06,airbnb.com,22.21,30.36,26.96,82.39,22.11,14.89
Travel Nurse Housing,TNH,2024-05-06,trustedhealth.com,< 10%,2.4,30.22,83.66,19.35,16.1
Travel Nurse Housing,TNH,2024-05-06,vivian.com,< 10%,1.74,34.65,82.15,22.41,16.12
Travel Nurse Housing,TNH,2024-05-06,hellolanding.com,< 10%,8.55,47.07,87.04,41.62,15.56
Travel Nurse Housing,TNH,2024-05-06,indeed.com,< 10%,3.87,49.11,89.76,20.63,15.91
Travel Nurse Housing,TNH,2024-05-06,vrbo.com,< 10%,3.16,38.25,86.38,35.57,16.02
Travel Nurse Housing,TNH,2024-05-06,crosscountry.com,< 10%,1.66,15.63,80.74,18.79,16.17
Travel Nurse Housing,TNH,2024-05-06,nomadhealth.com,< 10%,1.71,31.31,82.55,16.1,16.13
Travel Nurse Housing,TNH,2024-05-07,You,14.92, --, --,91.98,24.22, --
Travel Nurse Housing,TNH,2024-05-07,airbnb.com,23.91,33.71,29.83,83.66,24.29,13.42
Travel Nurse Housing,TNH,2024-05-07,trustedhealth.com,< 10%,2.43,32.31,84.03,17.15,14.81
Travel Nurse Housing,TNH,2024-05-07,vivian.com,< 10%,1.66,41.57,82.93,22.4,14.82
Travel Nurse Housing,TNH,2024-05-07,hellolanding.com,< 10%,6.88,36.04,85.04,31.71,14.55
Travel Nurse Housing,TNH,2024-05-07,indeed.com,< 10%,4.35,40.77,87.91,17.35,14.66
Travel Nurse Housing,TNH,2024-05-07,vrbo.com,< 10%,2.57,44.2,83.62,29.42,14.75
Travel Nurse Housing,TNH,2024-05-07,crosscountry.com,< 10%,1.59,28.24,79.26,16.34,14.86
Travel Nurse Housing,TNH,2024-05-07,nomadhealth.com,< 10%,1.19,42.19,83.94,14.0,14.85
Travel Nurse Housing,TNH,2024-05-08,You,10.67, --, --,91.26,22.69, --
Travel Nurse Housing,TNH,2024-05-08,airbnb.com,26.1,32.69,33.31,86.78,27.31,9.51
Travel Nurse Housing,TNH,2024-05-08,trustedhealth.com,< 10%,1.9,27.17,80.42,15.21,10.62
Travel Nurse Housing,TNH,2024-05-08,vivian.com,< 10%,1.2,32.76,82.21,21.36,10.63
Travel Nurse Housing,TNH,2024-05-08,hellolanding.com,< 10%,8.12,45.29,87.63,40.5,10.28
Travel Nurse Housing,TNH,2024-05-08,indeed.com,< 10%,4.96,47.5,91.69,18.72,10.42
Travel Nurse Housing,TNH,2024-05-08,vrbo.com,< 10%,2.44,38.14,79.71,32.79,10.58
Travel Nurse Housing,TNH,2024-05-08,crosscountry.com,< 10%,1.1,28.3,81.82,18.5,10.64
Travel Nurse Housing,TNH,2024-05-08,nomadhealth.com,< 10%,1.36,37.88,87.1,16.95,10.62
Travel Nurse Housing,TNH,2024-05-14,furnishedfinder.com,28.66,61.69,73.88,91.56,55.91,3.18
Travel Nurse Housing,TNH,2024-05-14,ayahealthcare.com,10.93,2.37,47.76,84.46,36.15,5.77
Travel Nurse Housing,TNH,2024-05-14,apartmentlist.com,< 10%,10.73,20.46,72.7,12.0,5.71
Travel Nurse Housing,TNH,2024-05-14,evolve.com,< 10%,13.42,58.58,89.88,21.86,5.38
Travel Nurse Housing,TNH,2024-05-14,hometogo.com,< 10%,7.01,10.1,40.04,2.4,5.8
Travel Nurse Housing,TNH,2024-05-15,furnishedfinder.com,27.25,82.93,85.09,93.88,49.25,1.11
Travel Nurse Housing,TNH,2024-05-15,ayahealthcare.com,< 10%,2.13,61.4,90.93,42.14,3.73
Travel Nurse Housing,TNH,2024-05-15,apartmentlist.com,< 10%,6.8,26.92,71.25,15.06,3.71
Travel Nurse Housing,TNH,2024-05-15,evolve.com,< 10%,33.13,76.66,85.75,35.73,2.82
Travel Nurse Housing,TNH,2024-05-15,hometogo.com,< 10%,5.23,21.43,46.72,3.96,3.74
Travel Nurse Housing,TNH,2024-05-18,furnishedfinder.com,57.0,85.47,87.87,93.09,57.32,9.05
Travel Nurse Housing,TNH,2024-05-18,ayahealthcare.com,< 10%,1.64,41.86,86.29,24.19,36.12
Travel Nurse Housing,TNH,2024-05-18,apartmentlist.com,< 10%,7.88,31.07,69.76,9.76,35.48
Travel Nurse Housing,TNH,2024-05-18,evolve.com,25.26,43.37,81.48,94.82,40.97,23.52
Travel Nurse Housing,TNH,2024-05-18,hometogo.com,< 10%,3.63,17.89,44.64,2.23,36.13
Travel Nurse Housing,TNH,2024-05-14,You,< 10%, --, --,91.01,26.77, --
Travel Nurse Housing,TNH,2024-05-14,airbnb.com,25.85,37.15,34.51,84.36,24.54,5.09
Travel Nurse Housing,TNH,2024-05-14,trustedhealth.com,< 10%,1.7,25.0,84.5,17.28,5.82
Travel Nurse Housing,TNH,2024-05-14,vivian.com,< 10%,1.98,33.93,82.88,20.61,5.8
Travel Nurse Housing,TNH,2024-05-14,hellolanding.com,< 10%,8.57,44.21,79.97,30.33,5.62
Travel Nurse Housing,TNH,2024-05-14,indeed.com,< 10%,5.17,28.08,85.23,13.78,5.76
Travel Nurse Housing,TNH,2024-05-14,vrbo.com,< 10%,4.85,51.82,85.16,37.25,5.69
Travel Nurse Housing,TNH,2024-05-15,You,< 10%, --, --,84.91,11.88, --
Travel Nurse Housing,TNH,2024-05-15,airbnb.com,27.27,33.36,41.88,82.13,18.44,3.25
Travel Nurse Housing,TNH,2024-05-15,trustedhealth.com,< 10%,1.12,46.67,81.59,10.1,3.76
Travel Nurse Housing,TNH,2024-05-15,vivian.com,< 10%,0.34,44.44,81.47,23.48,3.77
Travel Nurse Housing,TNH,2024-05-15,hellolanding.com,< 10%,6.65,52.25,78.78,32.52,3.65
Travel Nurse Housing,TNH,2024-05-15,indeed.com,< 10%,0.67,11.11,85.34,3.01,3.78
Travel Nurse Housing,TNH,2024-05-15,vrbo.com,< 10%,1.87,58.0,86.64,32.31,3.74
Travel Nurse Housing,TNH,2024-05-18,You,36.37, --, --,85.93,8.11, --
Travel Nurse Housing,TNH,2024-05-18,airbnb.com,35.05,36.25,46.84,80.12,26.19,30.19
Travel Nurse Housing,TNH,2024-05-18,trustedhealth.com,< 10%,0.5,53.85,84.21,14.62,36.27
Travel Nurse Housing,TNH,2024-05-18,vivian.com,< 10%,1.03,33.33,83.52,21.02,36.24
Travel Nurse Housing,TNH,2024-05-18,hellolanding.com,< 10%,5.47,55.24,83.3,34.61,35.27
Travel Nurse Housing,TNH,2024-05-18,indeed.com,< 10%,0.61,56.25,84.86,17.3,36.24
Travel Nurse Housing,TNH,2024-05-18,vrbo.com,< 10%,1.34,45.71,81.82,34.42,36.15
Travel Nurse Housing,TNH,2024-05-11,furnishedfinder.com,32.85,65.03,78.07,93.72,55.27,3.83
Travel Nurse Housing,TNH,2024-05-11,ayahealthcare.com,< 10%,1.37,51.52,85.77,29.25,7.72
Travel Nurse Housing,TNH,2024-05-11,apartmentlist.com,< 10%,11.27,20.3,75.03,10.45,7.6
Travel Nurse Housing,TNH,2024-05-11,evolve.com,< 10%,18.59,78.97,94.51,36.38,6.64
Travel Nurse Housing,TNH,2024-05-11,hometogo.com,< 10%,7.07,7.65,47.93,4.11,7.74
Travel Nurse Housing,TNH,2024-05-13,furnishedfinder.com,26.57,60.2,72.9,93.79,52.87,2.97
Travel Nurse Housing,TNH,2024-05-13,ayahealthcare.com,10.84,2.4,58.21,87.98,33.34,5.21
Travel Nurse Housing,TNH,2024-05-13,apartmentlist.com,< 10%,10.08,21.0,78.86,15.91,5.18
Travel Nurse Housing,TNH,2024-05-13,evolve.com,< 10%,17.03,73.26,92.93,29.19,4.63
Travel Nurse Housing,TNH,2024-05-13,hometogo.com,< 10%,5.88,9.76,43.88,2.82,5.26
Travel Nurse Housing,TNH,2024-05-11,You,< 10%, --, --,91.68,22.62, --
Travel Nurse Housing,TNH,2024-05-11,airbnb.com,29.39,37.21,35.75,85.13,24.76,6.74
Travel Nurse Housing,TNH,2024-05-11,trustedhealth.com,< 10%,1.29,25.81,87.85,16.1,7.75
Travel Nurse Housing,TNH,2024-05-11,vivian.com,< 10%,1.41,41.18,83.59,21.93,7.73
Travel Nurse Housing,TNH,2024-05-11,hellolanding.com,< 10%,9.9,44.96,81.26,37.13,7.43
Travel Nurse Housing,TNH,2024-05-11,indeed.com,< 10%,3.7,33.71,87.41,18.44,7.68
Travel Nurse Housing,TNH,2024-05-11,vrbo.com,< 10%,4.28,45.63,85.28,35.87,7.63
Travel Nurse Housing,TNH,2024-05-13,You,< 10%, --, --,89.82,26.86, --
Travel Nurse Housing,TNH,2024-05-13,airbnb.com,25.79,33.85,31.04,83.74,21.36,4.73
Travel Nurse Housing,TNH,2024-05-13,trustedhealth.com,< 10%,1.65,30.43,85.65,15.62,5.26
Travel Nurse Housing,TNH,2024-05-13,vivian.com,< 10%,1.9,52.83,86.04,19.03,5.23
Travel Nurse Housing,TNH,2024-05-13,hellolanding.com,< 10%,8.82,50.41,85.4,38.45,5.05
Travel Nurse Housing,TNH,2024-05-13,indeed.com,< 10%,4.45,30.65,82.12,8.79,5.22
Travel Nurse Housing,TNH,2024-05-13,vrbo.com,< 10%,4.95,31.16,82.87,37.77,5.21
Travel Nurse Housing,TNH,2024-05-20,furnishedfinder.com,61.17,87.15,87.35,92.52,62.68,8.56
Travel Nurse Housing,TNH,2024-05-20,ayahealthcare.com,< 10%,2.25,46.58,80.67,29.38,35.48
Travel Nurse Housing,TNH,2024-05-20,apartmentlist.com,< 10%,6.59,30.37,65.12,8.49,35.13
Travel Nurse Housing,TNH,2024-05-20,evolve.com,23.4,39.49,75.82,93.02,34.21,25.12
Travel Nurse Housing,TNH,2024-05-20,hometogo.com,< 10%,2.4,23.08,35.38,1.67,35.65
Travel Nurse Housing,TNH,2024-05-21,furnishedfinder.com,55.74,86.62,86.52,92.42,59.41,8.77
Travel Nurse Housing,TNH,2024-05-21,ayahealthcare.com,< 10%,2.37,48.78,83.98,38.31,34.58
Travel Nurse Housing,TNH,2024-05-21,apartmentlist.com,< 10%,6.21,30.7,67.59,8.76,34.32
Travel Nurse Housing,TNH,2024-05-21,evolve.com,23.13,43.06,76.85,94.32,37.72,23.41
Travel Nurse Housing,TNH,2024-05-21,hometogo.com,< 10%,2.4,13.25,31.2,0.84,34.87
Travel Nurse Housing,TNH,2024-05-20,You,35.85, --, --,86.72,7.73, --
Travel Nurse Housing,TNH,2024-05-20,airbnb.com,31.59,33.86,46.59,79.37,23.08,30.2
Travel Nurse Housing,TNH,2024-05-20,trustedhealth.com,< 10%,0.86,35.71,77.97,9.6,35.74
Travel Nurse Housing,TNH,2024-05-20,vivian.com,< 10%,1.05,14.71,83.55,13.82,35.8
Travel Nurse Housing,TNH,2024-05-20,hellolanding.com,< 10%,5.64,45.9,77.0,30.33,34.92
Travel Nurse Housing,TNH,2024-05-20,indeed.com,< 10%,0.74,33.33,85.88,11.86,35.76
Travel Nurse Housing,TNH,2024-05-20,vrbo.com,< 10%,1.45,51.06,83.33,31.88,35.59
Travel Nurse Housing,TNH,2024-05-21,You,34.98, --, --,86.85,8.21, --
Travel Nurse Housing,TNH,2024-05-21,airbnb.com,29.94,32.05,44.36,80.34,24.76,30.01
Travel Nurse Housing,TNH,2024-05-21,trustedhealth.com,< 10%,1.3,33.33,84.49,12.03,34.83
Travel Nurse Housing,TNH,2024-05-21,vivian.com,< 10%,0.84,34.48,87.44,19.53,34.88
Travel Nurse Housing,TNH,2024-05-21,hellolanding.com,< 10%,4.54,49.68,77.8,29.37,34.2
Travel Nurse Housing,TNH,2024-05-21,indeed.com,< 10%,0.26,77.78,82.03,12.11,34.91
Travel Nurse Housing,TNH,2024-05-21,vrbo.com,< 10%,1.45,70.0,89.08,34.2,34.63
Travel Nurse Housing,TNH,2024-05-16,furnishedfinder.com,54.99,85.72,89.39,93.36,59.04,6.91
Travel Nurse Housing,TNH,2024-05-16,ayahealthcare.com,< 10%,2.39,49.33,80.49,21.22,29.22
Travel Nurse Housing,TNH,2024-05-16,apartmentlist.com,< 10%,6.14,33.16,72.3,10.69,28.97
Travel Nurse Housing,TNH,2024-05-16,evolve.com,24.76,41.67,85.95,94.72,43.64,18.98
Travel Nurse Housing,TNH,2024-05-16,hometogo.com,< 10%,4.58,34.72,50.59,4.05,29.1
Travel Nurse Housing,TNH,2024-05-16,You,29.57, --, --,85.37,6.14, --
Travel Nurse Housing,TNH,2024-05-16,airbnb.com,34.67,33.27,46.46,80.71,26.7,25.0
Travel Nurse Housing,TNH,2024-05-16,trustedhealth.com,< 10%,0.95,40.0,76.78,10.11,29.46
Travel Nurse Housing,TNH,2024-05-16,vivian.com,< 10%,0.41,38.46,84.85,13.64,29.52
Travel Nurse Housing,TNH,2024-05-16,hellolanding.com,< 10%,6.27,51.27,79.44,32.29,28.62
Travel Nurse Housing,TNH,2024-05-16,indeed.com,< 10%,0.54,41.18,76.06,14.36,29.5
Travel Nurse Housing,TNH,2024-05-16,vrbo.com,< 10%,1.84,65.52,88.71,36.01,29.21
Travel Nurse Housing,TNH,2024-05-09,furnishedfinder.com,24.59,68.73,71.51,92.08,49.94,5.15
Travel Nurse Housing,TNH,2024-05-09,ayahealthcare.com,10.86,2.73,53.45,88.47,36.6,9.97
Travel Nurse Housing,TNH,2024-05-09,apartmentlist.com,< 10%,9.1,19.17,78.54,13.16,9.94
Travel Nurse Housing,TNH,2024-05-09,evolve.com,< 10%,20.52,69.8,92.08,33.16,8.67
Travel Nurse Housing,TNH,2024-05-09,hometogo.com,< 10%,3.91,7.23,42.0,4.37,10.09
Travel Nurse Housing,TNH,2024-05-10,furnishedfinder.com,24.03,66.05,70.58,91.89,45.99,5.48
Travel Nurse Housing,TNH,2024-05-10,ayahealthcare.com,11.26,2.49,50.0,88.17,34.31,10.14
Travel Nurse Housing,TNH,2024-05-10,apartmentlist.com,< 10%,11.51,17.28,79.62,8.61,10.06
Travel Nurse Housing,TNH,2024-05-10,evolve.com,< 10%,20.03,64.39,93.06,30.0,8.94
Travel Nurse Housing,TNH,2024-05-10,hometogo.com,< 10%,6.46,11.92,56.42,3.67,10.19
Travel Nurse Housing,TNH,2024-05-09,You,10.12, --, --,90.36,25.31, --
Travel Nurse Housing,TNH,2024-05-09,airbnb.com,26.71,34.26,32.32,87.39,28.07,9.0
Travel Nurse Housing,TNH,2024-05-09,trustedhealth.com,< 10%,1.79,27.63,84.49,19.17,10.07
Travel Nurse Housing,TNH,2024-05-09,vivian.com,< 10%,1.58,47.76,87.06,22.81,10.04
Travel Nurse Housing,TNH,2024-05-09,hellolanding.com,< 10%,8.34,43.22,83.37,36.41,9.76
Travel Nurse Housing,TNH,2024-05-09,indeed.com,< 10%,3.32,34.04,86.26,17.17,10.01
Travel Nurse Housing,TNH,2024-05-09,vrbo.com,< 10%,2.83,45.83,84.63,35.87,9.99
Travel Nurse Housing,TNH,2024-05-10,You,10.27, --, --,91.9,27.68, --
Travel Nurse Housing,TNH,2024-05-10,airbnb.com,24.44,32.11,28.95,86.65,27.13,9.31
Travel Nurse Housing,TNH,2024-05-10,trustedhealth.com,< 10%,1.32,33.96,82.04,16.51,10.22
Travel Nurse Housing,TNH,2024-05-10,vivian.com,< 10%,1.76,45.07,81.0,19.03,10.18
Travel Nurse Housing,TNH,2024-05-10,hellolanding.com,< 10%,10.24,49.03,87.44,43.1,9.75
Travel Nurse Housing,TNH,2024-05-10,indeed.com,< 10%,4.32,25.86,84.04,10.79,10.15
Travel Nurse Housing,TNH,2024-05-10,vrbo.com,< 10%,3.95,38.36,84.08,32.61,10.11
Travel Nurse Housing,TNH,2024-05-12,furnishedfinder.com,32.05,64.02,73.34,91.46,48.24,3.45
Travel Nurse Housing,TNH,2024-05-12,ayahealthcare.com,< 10%,1.8,55.56,84.97,34.38,6.43
Travel Nurse Housing,TNH,2024-05-12,apartmentlist.com,< 10%,9.08,17.03,69.45,13.05,6.4
Travel Nurse Housing,TNH,2024-05-12,evolve.com,< 10%,19.21,71.43,91.64,34.89,5.61
Travel Nurse Housing,TNH,2024-05-12,hometogo.com,< 10%,5.54,10.81,47.3,0.67,6.46
Travel Nurse Housing,TNH,2024-05-17,furnishedfinder.com,53.67,83.68,87.03,92.02,55.29,8.15
