Brand Name,Category,Day,Display URL domain,Impression share,Overlap rate,Position above rate,Top of page rate,Abs. Top of page rate,Outranking share
Furnished Finder,TNH,2024-05-09,airbnb.com,25.89,33.81,39.62,84.08,34.77,30.64
Furnished Finder,TNH,2024-05-09,hellolanding.com,< 10%,6.9,47.74,83.04,34.28,34.22
Furnished Finder,TNH,2024-05-20,vrbo.com,< 10%,4.79,51.82,85.29,33.61,32.61
Furnished Finder,TNH,2024-05-20,airbnb.com,26.41,35.97,36.62,85.4,32.68,29.04
Furnished Finder,TNH,2024-05-20,hellolanding.com,< 10%,7.05,41.52,82.79,36.18,32.46
Furnished Finder,TNH,2024-05-21,airbnb.com,27.73,35.62,41.63,86.97,36.46,29.42
Furnished Finder,TNH,2024-05-21,You,34.54, --, --,89.34,48.73, --
Furnished Finder,TNH,2024-05-21,vivian.com,< 10%,2.1,38.56,87.65,22.85,34.26
Furnished Finder,TNH,2024-05-20,indeed.com,< 10%,3.02,29.78,86.3,15.48,33.14
Furnished Finder,TNH,2024-05-20,vivian.com,< 10%,2.94,40.64,84.53,20.01,33.04
Furnished Finder,TNH,2024-05-20,You,33.44, --, --,88.94,50.7, --
Furnished Finder,TNH,2024-05-21,indeed.com,< 10%,2.06,32.67,87.91,13.18,34.31
Furnished Finder,TNH,2024-05-20,trustedhealth.com,< 10%,2.66,34.34,82.07,12.02,33.13
Furnished Finder,TNH,2024-05-21,evolve.com,11.62,27.2,39.21,93.01,34.03,30.86
Furnished Finder,TNH,2024-05-12,travelnursehousing.com,< 10%,20.05,22.29,90.92,20.44,32.86
Furnished Finder,TNH,2024-05-12,hometogo.com,< 10%,6.17,17.16,53.51,5.87,34.04
Furnished Finder,TNH,2024-05-16,hometogo.com,< 10%,6.01,21.32,53.14,5.98,36.59
Furnished Finder,TNH,2024-05-12,evolve.com,< 10%,19.36,37.89,89.89,31.1,31.88
Furnished Finder,TNH,2024-05-15,travelnursehousing.com,11.01,27.63,12.18,85.57,9.06,35.63
Furnished Finder,TNH,2024-05-12,ayahealthcare.com,< 10%,2.85,42.95,88.09,30.51,33.98
Furnished Finder,TNH,2024-05-15,evolve.com,10.56,23.16,38.2,91.8,35.4,33.61
Furnished Finder,TNH,2024-05-15,ayahealthcare.com,< 10%,3.48,48.15,90.04,36.99,36.25
Furnished Finder,TNH,2024-05-15,trustedhealth.com,< 10%,2.73,24.08,81.4,13.74,36.63
Furnished Finder,TNH,2024-05-15,hometogo.com,< 10%,7.14,25.65,53.74,6.21,36.2
Furnished Finder,TNH,2024-05-16,travelnursehousing.com,12.99,32.4,8.5,86.38,4.71,36.05
Furnished Finder,TNH,2024-05-12,apartmentlist.com,< 10%,10.44,25.17,75.24,14.55,33.5
Furnished Finder,TNH,2024-05-22,hometogo.com,< 10%,5.89,27.25,55.65,5.13,32.73
Furnished Finder,TNH,2024-05-22,ayahealthcare.com,< 10%,3.55,53.51,92.29,43.49,32.63
Furnished Finder,TNH,2024-05-15,apartmentlist.com,< 10%,8.92,28.25,75.71,14.71,35.94
Furnished Finder,TNH,2024-05-12,trustedhealth.com,< 10%,3.08,27.81,81.61,14.77,34.11
Furnished Finder,TNH,2024-05-16,ayahealthcare.com,< 10%,4.48,49.24,90.71,39.82,36.25
Furnished Finder,TNH,2024-05-16,apartmentlist.com,< 10%,8.72,28.44,76.81,14.65,36.15
Furnished Finder,TNH,2024-05-22,apartmentlist.com,< 10%,8.64,29.19,76.29,12.72,32.42
Furnished Finder,TNH,2024-05-22,travelnursehousing.com,15.04,41.66,11.4,88.95,7.68,31.68
Furnished Finder,TNH,2024-05-16,trustedhealth.com,< 10%,3.3,26.45,83.36,14.02,36.74
Furnished Finder,TNH,2024-05-12,airbnb.com,25.75,34.8,33.82,84.54,30.03,30.35
Furnished Finder,TNH,2024-05-12,hellolanding.com,< 10%,9.64,42.61,86.01,37.23,32.99
Furnished Finder,TNH,2024-05-15,airbnb.com,27.39,36.72,37.62,84.99,32.47,31.78
Furnished Finder,TNH,2024-05-16,vrbo.com,< 10%,4.21,48.22,85.78,33.04,36.31
Furnished Finder,TNH,2024-05-22,hellolanding.com,< 10%,6.42,43.2,85.33,36.12,32.34
Furnished Finder,TNH,2024-05-22,vrbo.com,< 10%,4.05,58.46,88.33,36.43,32.47
Furnished Finder,TNH,2024-05-22,evolve.com,< 10%,24.12,32.86,89.49,28.93,30.62
Furnished Finder,TNH,2024-05-12,indeed.com,< 10%,4.2,23.04,88.09,17.97,34.07
Furnished Finder,TNH,2024-05-12,vrbo.com,< 10%,3.56,41.54,85.44,31.79,33.89
Furnished Finder,TNH,2024-05-15,hellolanding.com,< 10%,7.47,42.15,81.57,33.28,35.71
Furnished Finder,TNH,2024-05-15,vrbo.com,< 10%,3.61,53.17,86.66,35.33,36.16
Furnished Finder,TNH,2024-05-16,airbnb.com,27.17,35.56,36.37,84.92,32.37,32.27
Furnished Finder,TNH,2024-05-15,indeed.com,< 10%,2.59,20.44,85.37,12.1,36.68
Furnished Finder,TNH,2024-05-16,hellolanding.com,< 10%,7.4,41.25,81.8,35.67,35.94
Furnished Finder,TNH,2024-05-22,airbnb.com,27.69,35.38,39.88,86.7,36.29,28.57
Furnished Finder,TNH,2024-05-22,trustedhealth.com,< 10%,3.05,39.29,84.0,15.07,32.86
Furnished Finder,TNH,2024-05-22,indeed.com,< 10%,2.13,34.31,86.29,15.52,33.02
Furnished Finder,TNH,2024-05-12,You,34.4, --, --,89.8,52.35, --
Furnished Finder,TNH,2024-05-15,You,36.87, --, --,88.9,51.64, --
Furnished Finder,TNH,2024-05-12,vivian.com,< 10%,1.9,30.77,79.95,14.3,34.2
Furnished Finder,TNH,2024-05-15,vivian.com,< 10%,1.55,25.93,80.75,17.71,36.72
Furnished Finder,TNH,2024-05-16,You,37.07, --, --,90.24,49.59, --
Furnished Finder,TNH,2024-05-16,indeed.com,< 10%,2.88,26.54,87.76,15.38,36.78
Furnished Finder,TNH,2024-05-16,vivian.com,< 10%,1.54,35.4,82.07,13.99,36.87
Furnished Finder,TNH,2024-05-22,You,33.26, --, --,88.88,50.57, --
Furnished Finder,TNH,2024-05-22,vivian.com,< 10%,1.21,33.33,77.76,16.64,33.13
Furnished Finder,TNH,2024-05-16,evolve.com,13.59,28.94,45.97,92.0,40.01,32.14
Furnished Finder,TNH,2024-05-11,travelnursehousing.com,11.88,24.19,18.41,90.82,16.75,38.75
Furnished Finder,TNH,2024-05-11,apartmentlist.com,< 10%,10.62,25.49,74.75,11.01,39.46
Furnished Finder,TNH,2024-05-11,evolve.com,< 10%,18.49,32.2,92.57,28.78,38.14
Furnished Finder,TNH,2024-05-11,ayahealthcare.com,< 10%,2.6,44.3,89.5,31.26,40.09
Furnished Finder,TNH,2024-05-18,hometogo.com,< 10%,6.96,20.1,56.64,6.05,34.18
Furnished Finder,TNH,2024-05-18,ayahealthcare.com,< 10%,3.15,47.06,92.32,38.93,34.15
Furnished Finder,TNH,2024-05-11,hometogo.com,< 10%,6.97,17.79,54.04,6.57,40.05
Furnished Finder,TNH,2024-05-18,apartmentlist.com,< 10%,11.6,29.75,78.19,14.77,33.47
Furnished Finder,TNH,2024-05-11,trustedhealth.com,< 10%,2.99,29.24,82.26,16.18,40.2
Furnished Finder,TNH,2024-05-19,apartmentlist.com,< 10%,11.68,32.99,77.88,15.9,36.21
Furnished Finder,TNH,2024-05-18,travelnursehousing.com,12.29,33.26,9.37,86.94,5.65,33.59
Furnished Finder,TNH,2024-05-19,travelnursehousing.com,15.86,39.81,12.62,89.88,7.62,35.76
Furnished Finder,TNH,2024-05-19,ayahealthcare.com,< 10%,2.68,44.3,91.24,39.07,37.21
Furnished Finder,TNH,2024-05-18,trustedhealth.com,< 10%,2.73,40.12,83.97,14.14,34.29
Furnished Finder,TNH,2024-05-19,trustedhealth.com,< 10%,3.33,28.06,83.71,13.87,37.31
Furnished Finder,TNH,2024-05-19,hometogo.com,< 10%,6.28,19.19,50.05,4.19,37.2
Furnished Finder,TNH,2024-05-19,evolve.com,13.39,29.47,44.99,94.27,38.71,32.66
Furnished Finder,TNH,2024-05-18,evolve.com,12.08,26.46,43.41,92.9,35.77,30.68
Furnished Finder,TNH,2024-05-11,airbnb.com,25.72,36.06,36.46,84.38,29.77,35.22
Furnished Finder,TNH,2024-05-11,indeed.com,< 10%,3.42,25.51,88.36,16.76,40.2
Furnished Finder,TNH,2024-05-11,vrbo.com,< 10%,3.82,49.77,85.08,32.43,39.78
Furnished Finder,TNH,2024-05-11,vivian.com,< 10%,2.25,23.26,77.68,16.4,40.34
Furnished Finder,TNH,2024-05-11,hellolanding.com,< 10%,8.91,43.53,83.55,37.19,38.98
Furnished Finder,TNH,2024-05-19,vivian.com,< 10%,2.43,34.27,81.0,16.83,37.34
Furnished Finder,TNH,2024-05-18,airbnb.com,30.59,39.56,41.21,86.58,35.48,29.02
Furnished Finder,TNH,2024-05-18,hellolanding.com,< 10%,7.53,49.89,84.36,38.35,33.36
Furnished Finder,TNH,2024-05-18,vrbo.com,< 10%,5.17,50.81,85.57,32.81,33.76
Furnished Finder,TNH,2024-05-19,hellolanding.com,< 10%,6.86,49.5,85.88,39.58,36.38
Furnished Finder,TNH,2024-05-19,airbnb.com,29.05,37.37,37.8,86.31,33.76,32.34
Furnished Finder,TNH,2024-05-19,vrbo.com,< 10%,3.7,46.79,86.57,32.77,37.01
Furnished Finder,TNH,2024-05-18,You,34.67, --, --,89.88,46.73, --
Furnished Finder,TNH,2024-05-11,You,40.56, --, --,89.71,52.53, --
Furnished Finder,TNH,2024-05-18,vivian.com,< 10%,2.93,35.06,82.0,18.0,34.31
Furnished Finder,TNH,2024-05-18,indeed.com,< 10%,2.98,27.68,86.33,14.64,34.38
Furnished Finder,TNH,2024-05-19,You,37.66, --, --,89.88,48.2, --
Furnished Finder,TNH,2024-05-19,indeed.com,< 10%,3.28,31.09,87.23,18.36,37.27
Furnished Finder,TNH,2024-05-10,hometogo.com,< 10%,7.34,20.17,57.13,7.05,35.95
Furnished Finder,TNH,2024-05-13,ayahealthcare.com,< 10%,3.06,43.84,89.99,34.68,37.8
Furnished Finder,TNH,2024-05-14,travelnursehousing.com,< 10%,19.8,23.1,91.12,21.84,35.76
Furnished Finder,TNH,2024-05-10,evolve.com,< 10%,19.47,36.29,90.9,29.29,33.91
Furnished Finder,TNH,2024-05-14,hometogo.com,< 10%,6.24,17.02,52.08,4.69,37.08
Furnished Finder,TNH,2024-05-10,apartmentlist.com,< 10%,11.53,26.46,76.65,12.93,35.38
Furnished Finder,TNH,2024-05-13,trustedhealth.com,< 10%,2.74,23.98,82.15,15.51,38.06
Furnished Finder,TNH,2024-05-13,apartmentlist.com,< 10%,9.99,27.65,77.43,13.2,37.25
Furnished Finder,TNH,2024-05-10,travelnursehousing.com,15.43,35.05,26.25,91.99,23.27,33.13
Furnished Finder,TNH,2024-05-14,ayahealthcare.com,< 10%,3.3,51.59,89.82,39.96,36.84
Furnished Finder,TNH,2024-05-10,ayahealthcare.com,< 10%,3.65,48.12,89.59,35.37,35.85
Furnished Finder,TNH,2024-05-13,travelnursehousing.com,< 10%,20.15,22.44,90.4,21.05,36.58
Furnished Finder,TNH,2024-05-13,hometogo.com,< 10%,5.16,18.92,48.0,3.45,37.94
Furnished Finder,TNH,2024-05-14,apartmentlist.com,< 10%,10.34,24.71,76.62,11.69,36.52
Furnished Finder,TNH,2024-05-10,trustedhealth.com,< 10%,2.82,29.19,81.9,16.75,36.19
Furnished Finder,TNH,2024-05-17,evolve.com,11.49,24.57,45.28,92.16,37.13,32.84
Furnished Finder,TNH,2024-05-17,hometogo.com,< 10%,6.17,14.29,40.31,2.91,36.63
Furnished Finder,TNH,2024-05-13,evolve.com,10.48,22.96,36.23,91.94,30.82,35.12
Furnished Finder,TNH,2024-05-17,travelnursehousing.com,12.21,30.93,8.84,84.93,4.8,35.95
Furnished Finder,TNH,2024-05-14,trustedhealth.com,< 10%,2.97,30.4,85.78,17.4,37.14
Furnished Finder,TNH,2024-05-14,evolve.com,< 10%,15.7,26.63,89.24,24.26,35.91
Furnished Finder,TNH,2024-05-17,trustedhealth.com,< 10%,2.38,35.8,81.26,14.48,36.64
Furnished Finder,TNH,2024-05-17,ayahealthcare.com,< 10%,4.0,47.79,92.1,42.07,36.25
Furnished Finder,TNH,2024-05-17,apartmentlist.com,< 10%,9.58,30.06,76.42,13.63,35.89
Furnished Finder,TNH,2024-05-10,hellolanding.com,< 10%,8.73,44.93,84.68,38.96,35.06
Furnished Finder,TNH,2024-05-14,airbnb.com,26.9,35.95,35.65,84.54,32.79,32.67
Furnished Finder,TNH,2024-05-14,hellolanding.com,< 10%,7.23,39.49,83.46,33.84,36.4
Furnished Finder,TNH,2024-05-14,vrbo.com,< 10%,4.13,49.84,85.73,33.84,36.7
Furnished Finder,TNH,2024-05-13,hellolanding.com,< 10%,8.29,37.71,80.66,31.86,37.11
Furnished Finder,TNH,2024-05-13,vrbo.com,< 10%,3.87,46.93,84.86,31.39,37.61
Furnished Finder,TNH,2024-05-13,airbnb.com,26.8,34.24,32.04,84.36,31.56,34.11
Furnished Finder,TNH,2024-05-17,airbnb.com,27.9,36.97,40.94,87.0,35.05,31.36
Furnished Finder,TNH,2024-05-17,hellolanding.com,< 10%,7.26,43.93,83.9,34.69,35.78
Furnished Finder,TNH,2024-05-10,vivian.com,< 10%,2.14,22.14,78.54,15.95,36.32
Furnished Finder,TNH,2024-05-10,indeed.com,< 10%,2.84,25.81,81.89,12.94,36.22
Furnished Finder,TNH,2024-05-13,indeed.com,< 10%,2.18,24.36,84.2,11.06,38.11
Furnished Finder,TNH,2024-05-14,vivian.com,< 10%,1.89,31.25,79.98,17.24,37.25
Furnished Finder,TNH,2024-05-13,vivian.com,< 10%,1.73,25.81,83.33,15.44,38.14
Furnished Finder,TNH,2024-05-10,airbnb.com,23.27,32.41,37.52,85.14,31.06,32.05
Furnished Finder,TNH,2024-05-10,vrbo.com,< 10%,3.97,39.23,85.14,35.24,35.92
Furnished Finder,TNH,2024-05-17,vrbo.com,< 10%,5.57,50.92,87.18,36.11,35.91
Furnished Finder,TNH,2024-05-17,You,36.95, --, --,89.57,46.91, --
Furnished Finder,TNH,2024-05-17,vivian.com,< 10%,2.17,35.14,83.94,18.88,36.67
Furnished Finder,TNH,2024-05-10,You,36.49, --, --,89.72,47.3, --
Furnished Finder,TNH,2024-05-13,You,38.31, --, --,89.28,53.13, --
Furnished Finder,TNH,2024-05-14,You,37.47, --, --,89.36,53.94, --
Furnished Finder,TNH,2024-05-14,indeed.com,< 10%,3.26,16.47,83.57,13.0,37.27
Furnished Finder,TNH,2024-05-17,indeed.com,< 10%,2.91,24.24,86.39,13.73,36.69
Furnished Finder,TNH,2024-06-02,vrbo.com,< 10%,5.18,39.53,83.03,31.65,54.68
Furnished Finder,TNH,2024-06-04,vrbo.com,< 10%,4.18,44.44,80.34,28.05,55.3
Furnished Finder,TNH,2024-05-24,You,37.86, --, --,88.85,46.43, --
Furnished Finder,TNH,2024-05-24,airbnb.com,27.31,39.94,45.06,87.67,33.87,31.04
Furnished Finder,TNH,2024-05-31,airbnb.com,27.25,34.78,30.28,83.05,25.17,48.67
Furnished Finder,TNH,2024-06-02,airbnb.com,28.49,36.81,30.06,82.87,25.69,49.65
Furnished Finder,TNH,2024-05-31,vrbo.com,< 10%,4.99,38.29,77.82,28.73,53.36
Furnished Finder,TNH,2024-06-04,You,56.35, --, --,90.2,52.8, --
Furnished Finder,TNH,2024-06-04,airbnb.com,30.6,39.07,33.81,83.67,28.43,48.9
Furnished Finder,TNH,2024-05-25,vrbo.com,< 10%,6.19,43.78,84.61,32.16,37.9
Furnished Finder,TNH,2024-06-02,travelnursehousing.com,20.4,35.19,7.38,85.3,3.67,54.38
Furnished Finder,TNH,2024-06-02,hometogo.com,< 10%,7.49,18.39,50.9,6.93,55.06
Furnished Finder,TNH,2024-06-04,trustedhealth.com,< 10%,3.82,28.99,84.03,13.58,55.72
Furnished Finder,TNH,2024-05-25,You,38.95, --, --,89.5,48.22, --
Furnished Finder,TNH,2024-06-04,travelnursehousing.com,24.15,40.12,13.03,86.83,8.6,53.4
Furnished Finder,TNH,2024-06-02,ayahealthcare.com,< 10%,3.37,41.84,89.11,37.22,55.04
Furnished Finder,TNH,2024-05-25,trustedhealth.com,< 10%,3.93,33.73,83.9,14.14,38.44
Furnished Finder,TNH,2024-06-04,ayahealthcare.com,< 10%,3.06,53.4,85.23,34.84,55.43
Furnished Finder,TNH,2024-06-04,hometogo.com,< 10%,7.04,16.17,51.6,6.8,55.71
Furnished Finder,TNH,2024-05-31,travelnursehousing.com,17.72,31.65,4.86,85.77,3.36,53.57
Furnished Finder,TNH,2024-05-25,ayahealthcare.com,< 10%,3.37,50.23,92.65,38.81,38.29
Furnished Finder,TNH,2024-06-02,evolve.com,14.25,23.4,36.54,93.59,34.05,51.05
Furnished Finder,TNH,2024-05-31,evolve.com,10.42,17.52,25.08,90.9,21.78,52.01
Furnished Finder,TNH,2024-06-04,apartmentlist.com,< 10%,9.83,23.98,71.46,10.13,55.02
Furnished Finder,TNH,2024-05-24,evolve.com,< 10%,19.59,35.81,93.3,32.38,35.2
Furnished Finder,TNH,2024-06-02,You,55.83, --, --,90.38,56.0, --
Furnished Finder,TNH,2024-05-31,hellolanding.com,< 10%,8.1,31.58,72.57,27.75,53.01
Furnished Finder,TNH,2024-06-04,hellolanding.com,< 10%,6.4,39.85,77.17,30.59,54.91
Furnished Finder,TNH,2024-05-25,evolve.com,< 10%,20.2,35.14,92.71,31.09,36.19
Furnished Finder,TNH,2024-05-25,apartmentlist.com,< 10%,9.78,26.61,76.91,11.01,37.94
Furnished Finder,TNH,2024-06-02,apartmentlist.com,< 10%,11.48,24.59,73.21,13.5,54.25
Furnished Finder,TNH,2024-05-31,You,54.4, --, --,90.79,59.68, --
Furnished Finder,TNH,2024-05-24,hellolanding.com,< 10%,7.97,51.09,84.08,35.28,36.31
Furnished Finder,TNH,2024-06-02,hellolanding.com,< 10%,9.93,28.42,71.99,26.87,54.25
Furnished Finder,TNH,2024-05-24,apartmentlist.com,< 10%,10.43,30.82,76.75,14.29,36.64
Furnished Finder,TNH,2024-05-24,vrbo.com,< 10%,6.11,51.67,86.46,34.88,36.66
Furnished Finder,TNH,2024-05-25,airbnb.com,27.33,40.26,38.43,86.31,32.15,32.93
Furnished Finder,TNH,2024-06-02,trustedhealth.com,< 10%,4.28,33.73,81.54,12.79,55.02
Furnished Finder,TNH,2024-05-24,trustedhealth.com,< 10%,3.07,32.7,84.31,12.98,37.48
Furnished Finder,TNH,2024-05-24,hometogo.com,< 10%,5.73,17.77,45.32,4.36,37.47
Furnished Finder,TNH,2024-05-31,hometogo.com,< 10%,6.03,19.08,49.21,6.35,53.78
Furnished Finder,TNH,2024-05-25,hellolanding.com,< 10%,7.27,46.4,83.71,36.62,37.64
Furnished Finder,TNH,2024-05-25,hometogo.com,< 10%,6.87,19.51,53.77,6.67,38.43
Furnished Finder,TNH,2024-05-24,travelnursehousing.com,11.13,28.16,6.72,85.5,4.31,37.14
Furnished Finder,TNH,2024-05-24,ayahealthcare.com,< 10%,3.54,46.09,91.06,40.91,37.24
Furnished Finder,TNH,2024-05-31,trustedhealth.com,< 10%,3.08,33.13,80.97,12.68,53.85
Furnished Finder,TNH,2024-05-31,apartmentlist.com,< 10%,10.4,25.49,74.65,10.98,52.96
Furnished Finder,TNH,2024-05-25,travelnursehousing.com,10.03,25.02,5.6,84.99,2.81,38.41
Furnished Finder,TNH,2024-05-31,ayahealthcare.com,< 10%,3.82,55.34,88.5,43.95,53.25
Furnished Finder,TNH,2024-06-04,evolve.com,15.63,24.72,38.65,91.85,35.72,50.96
Furnished Finder,TNH,2024-05-29,vrbo.com,< 10%,5.14,47.71,85.69,30.07,42.99
Furnished Finder,TNH,2024-05-29,trustedhealth.com,< 10%,3.63,31.4,84.56,11.75,43.57
Furnished Finder,TNH,2024-05-29,travelnursehousing.com,16.59,34.57,6.99,88.48,5.17,43.01
Furnished Finder,TNH,2024-05-29,hellolanding.com,< 10%,6.3,39.37,77.93,28.75,42.98
Furnished Finder,TNH,2024-05-29,You,44.07, --, --,90.12,54.64, --
Furnished Finder,TNH,2024-05-29,airbnb.com,29.02,37.67,34.95,84.41,28.81,38.27
Furnished Finder,TNH,2024-05-29,hometogo.com,< 10%,6.52,15.78,48.6,5.77,43.62
Furnished Finder,TNH,2024-05-29,apartmentlist.com,< 10%,9.57,22.28,74.28,12.54,43.13
Furnished Finder,TNH,2024-05-29,ayahealthcare.com,< 10%,4.44,53.07,89.54,43.75,43.03
Furnished Finder,TNH,2024-05-29,evolve.com,< 10%,17.8,28.62,90.34,26.33,41.83
Furnished Finder,TNH,2024-06-03,You,54.04, --, --,90.3,56.28, --
Furnished Finder,TNH,2024-06-03,vrbo.com,< 10%,3.97,50.0,84.16,34.75,52.96
Furnished Finder,TNH,2024-06-05,vrbo.com,< 10%,5.98,44.4,84.57,33.41,53.13
Furnished Finder,TNH,2024-06-05,trustedhealth.com,< 10%,3.96,28.21,80.67,13.27,53.97
Furnished Finder,TNH,2024-06-05,You,54.58, --, --,89.72,52.97, --
Furnished Finder,TNH,2024-06-05,hellolanding.com,< 10%,6.82,35.34,74.94,26.8,53.27
Furnished Finder,TNH,2024-06-01,hometogo.com,< 10%,7.18,16.67,47.88,6.44,56.05
Furnished Finder,TNH,2024-06-01,travelnursehousing.com,18.64,31.85,4.81,82.8,3.16,55.86
Furnished Finder,TNH,2024-05-28,hellolanding.com,< 10%,6.01,44.92,79.66,35.41,39.62
Furnished Finder,TNH,2024-05-28,vrbo.com,< 10%,5.27,50.97,86.51,38.49,39.63
Furnished Finder,TNH,2024-06-03,trustedhealth.com,< 10%,4.44,28.87,82.66,11.96,53.34
Furnished Finder,TNH,2024-06-03,ayahealthcare.com,< 10%,3.87,53.04,88.09,38.44,52.93
Furnished Finder,TNH,2024-06-05,travelnursehousing.com,19.22,33.18,10.4,85.13,6.98,52.7
Furnished Finder,TNH,2024-05-23,travelnursehousing.com,11.47,30.67,7.47,87.89,5.01,34.91
Furnished Finder,TNH,2024-05-23,hometogo.com,< 10%,6.0,21.52,57.88,7.43,35.27
Furnished Finder,TNH,2024-06-05,apartmentlist.com,< 10%,8.62,25.22,75.74,12.38,53.4
Furnished Finder,TNH,2024-05-28,travelnursehousing.com,14.95,35.48,8.47,89.59,6.59,39.5
Furnished Finder,TNH,2024-06-03,evolve.com,14.69,24.43,36.71,93.09,33.33,49.19
Furnished Finder,TNH,2024-06-01,hellolanding.com,< 10%,8.29,30.57,72.57,24.4,55.29
Furnished Finder,TNH,2024-06-01,airbnb.com,25.77,33.22,32.7,81.16,26.4,50.57
Furnished Finder,TNH,2024-05-28,ayahealthcare.com,10.26,4.5,51.84,91.15,43.68,39.77
Furnished Finder,TNH,2024-06-03,airbnb.com,25.35,32.39,30.48,79.69,24.42,48.7
Furnished Finder,TNH,2024-05-28,apartmentlist.com,< 10%,10.46,26.92,75.02,11.81,39.58
Furnished Finder,TNH,2024-06-01,You,56.73, --, --,90.04,55.25, --
Furnished Finder,TNH,2024-05-23,vrbo.com,< 10%,7.0,51.72,88.81,36.13,34.43
Furnished Finder,TNH,2024-06-01,vrbo.com,< 10%,4.38,40.96,79.64,30.14,55.71
Furnished Finder,TNH,2024-06-03,hellolanding.com,< 10%,5.45,32.18,76.72,24.58,53.09
Furnished Finder,TNH,2024-05-23,apartmentlist.com,< 10%,10.06,27.83,79.43,13.38,34.73
Furnished Finder,TNH,2024-06-01,trustedhealth.com,< 10%,3.8,27.31,75.47,7.97,56.14
Furnished Finder,TNH,2024-05-23,airbnb.com,26.91,36.69,42.15,87.91,35.93,30.2
Furnished Finder,TNH,2024-06-05,airbnb.com,29.55,38.58,34.43,84.75,27.68,47.33
Furnished Finder,TNH,2024-05-23,hellolanding.com,< 10%,6.26,51.62,84.78,36.41,34.57
Furnished Finder,TNH,2024-05-23,You,35.73, --, --,89.45,49.02, --
Furnished Finder,TNH,2024-06-01,ayahealthcare.com,< 10%,3.22,45.36,91.13,42.26,55.9
Furnished Finder,TNH,2024-05-28,evolve.com,< 10%,14.7,21.06,89.51,18.2,39.46
Furnished Finder,TNH,2024-06-05,ayahealthcare.com,< 10%,3.96,52.98,88.71,38.58,53.44
Furnished Finder,TNH,2024-05-28,You,40.72, --, --,88.85,53.92, --
Furnished Finder,TNH,2024-05-23,trustedhealth.com,< 10%,3.23,36.86,85.13,14.55,35.3
Furnished Finder,TNH,2024-05-23,ayahealthcare.com,< 10%,3.44,50.0,90.69,43.16,35.11
Furnished Finder,TNH,2024-05-28,airbnb.com,25.49,36.45,37.05,85.21,27.64,35.22
Furnished Finder,TNH,2024-05-28,hometogo.com,< 10%,2.82,14.93,36.14,3.18,40.55
Furnished Finder,TNH,2024-06-05,hometogo.com,< 10%,7.93,18.15,51.33,6.02,53.8
Furnished Finder,TNH,2024-06-03,apartmentlist.com,< 10%,9.31,21.01,69.59,11.85,52.98
Furnished Finder,TNH,2024-05-28,trustedhealth.com,< 10%,4.59,30.0,82.6,12.76,40.16
Furnished Finder,TNH,2024-06-01,evolve.com,14.41,23.49,35.01,93.21,31.53,52.07
Furnished Finder,TNH,2024-06-01,apartmentlist.com,< 10%,9.84,26.48,75.35,13.21,55.25
Furnished Finder,TNH,2024-05-23,evolve.com,< 10%,20.96,36.19,91.18,31.02,33.02
Furnished Finder,TNH,2024-06-03,hometogo.com,< 10%,6.07,17.78,51.38,6.7,53.45
Furnished Finder,TNH,2024-06-03,travelnursehousing.com,23.9,42.46,9.99,87.58,6.48,51.75
Furnished Finder,TNH,2024-06-05,evolve.com,12.37,19.93,38.44,92.0,35.27,50.4
Furnished Finder,TNH,2024-05-30,You,46.49, --, --,88.45,53.37, --
Furnished Finder,TNH,2024-05-30,airbnb.com,26.49,35.03,36.41,86.03,29.08,40.57
Furnished Finder,TNH,2024-05-26,hellolanding.com,< 10%,7.84,50.33,83.21,37.76,38.23
Furnished Finder,TNH,2024-05-26,vrbo.com,< 10%,4.78,46.38,84.21,31.38,38.92
Furnished Finder,TNH,2024-05-27,vrbo.com,< 10%,5.41,50.93,85.0,36.7,36.45
Furnished Finder,TNH,2024-05-26,airbnb.com,28.29,39.46,40.32,87.38,32.74,33.47
Furnished Finder,TNH,2024-05-27,hellolanding.com,< 10%,7.11,42.39,81.99,33.96,36.35
Furnished Finder,TNH,2024-05-26,travelnursehousing.com,14.11,34.42,8.1,89.3,5.86,38.7
Furnished Finder,TNH,2024-05-26,hometogo.com,< 10%,8.43,21.36,60.33,8.77,39.09
Furnished Finder,TNH,2024-05-27,travelnursehousing.com,13.58,33.98,8.32,90.4,5.58,36.42
Furnished Finder,TNH,2024-05-26,ayahealthcare.com,< 10%,2.84,42.07,89.1,34.8,39.33
Furnished Finder,TNH,2024-05-30,vrbo.com,< 10%,5.68,47.05,84.63,31.56,45.25
Furnished Finder,TNH,2024-05-26,apartmentlist.com,< 10%,10.98,29.65,79.06,12.81,38.51
Furnished Finder,TNH,2024-05-30,apartmentlist.com,< 10%,11.85,28.35,79.29,14.38,44.93
Furnished Finder,TNH,2024-05-30,hometogo.com,< 10%,7.29,17.55,49.32,5.78,45.9
Furnished Finder,TNH,2024-05-26,You,39.81, --, --,89.32,51.0, --
Furnished Finder,TNH,2024-05-30,hellolanding.com,< 10%,6.21,40.96,80.25,32.27,45.31
Furnished Finder,TNH,2024-05-27,airbnb.com,25.67,36.38,36.22,86.07,29.41,32.54
Furnished Finder,TNH,2024-05-27,You,37.48, --, --,89.87,53.2, --
Furnished Finder,TNH,2024-05-30,trustedhealth.com,< 10%,4.43,32.65,81.0,12.58,45.82
