Date,Source,Medium,Campaign,Device,Sessions,TotalUsers,NewUsers,FF_Purchase_Event_Count,FF_Lead_Event_Count,FF_BRSubmit_Event_Count,FF_DMSubmit_Event_Count,FF_PhoneGet_Event_Count,FF_HRSubmit_Event_Count,HR_Submit_Event_New_Traveler_Lead_Count,Impressions,Impression_population,Clicks,Cost,Total Traveler Actions,Traveler Value,Landlord Value,Channel_Group
20241103,google,cpc,FF - Display - Landlord - Retargeting,mobile,13,12,12,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241103,google,cpc,Display Traveler Prospecting_DemandGen,tablet,10,8,3,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241103,google,cpc,FF - Display - Traveler - Prospecting - Demand - Gen,mobile,5,5,3,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241103,google,cpc,FF - Display - Landlord - Retargeting,desktop,4,3,3,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241103,google,cpc,Display - Retargeting,tablet,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241103,google,cpc,Display Landlord Prospecting_DemandGen,tablet,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241103,google,cpc,Display Traveler Prospecting_DemandGen,desktop,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241103,google,cpc,FF - Display - Landlord - Prospecting - Demand - Gen,desktop,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241103,google,cpc,FF - Display - Landlord - Prospecting - Demand - Gen,tablet,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241103,google,cpc,FF - Display - Traveler - Prospecting - Demand - Gen,tablet,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241104,google,cpc,Display Traveler Prospecting_DemandGen,mobile,211,194,116,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241104,google,cpc,Display - Retargeting,desktop,71,50,7,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241104,google,cpc,Display - Retargeting,mobile,65,53,24,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241104,google,cpc,Display Landlord Prospecting_DemandGen,desktop,58,35,4,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241104,google,cpc,Display Landlord Prospecting_DemandGen,mobile,49,29,5,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241104,google,cpc,FF - Display - Landlord - Prospecting - Demand - Gen,mobile,12,12,7,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241104,google,cpc,Display Traveler Prospecting_DemandGen,tablet,8,5,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241104,google,cpc,FF - Display - Landlord - Retargeting,mobile,8,8,7,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241104,google,cpc,FF - Display - Traveler - Prospecting - Demand - Gen,mobile,8,7,5,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241104,google,cpc,Display Traveler Prospecting_DemandGen,desktop,3,3,3,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241104,google,cpc,Display - Prospecting,mobile,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241104,google,cpc,FF - Display - Landlord - Prospecting - Demand - Gen,desktop,2,2,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241104,google,cpc,Display - Retargeting,tablet,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241104,google,cpc,FF - Display - Landlord - Prospecting - Demand - Gen,tablet,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241105,google,cpc,Display Traveler Prospecting_DemandGen,mobile,209,196,112,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241105,google,cpc,Display - Retargeting,desktop,142,101,55,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241105,google,cpc,Display - Retargeting,mobile,103,83,62,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241105,google,cpc,Display Landlord Prospecting_DemandGen,desktop,39,21,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241105,google,cpc,Display Landlord Prospecting_DemandGen,mobile,18,10,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241105,google,cpc,FF - Display - Landlord - Retargeting,mobile,12,12,12,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241105,google,cpc,FF - Display - Traveler - Prospecting - Demand - Gen,mobile,9,9,7,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241105,google,cpc,Display Traveler Prospecting_DemandGen,tablet,8,6,3,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241105,google,cpc,FF - Display - Landlord - Retargeting,desktop,3,2,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241105,google,cpc,FF - Display - Landlord - Prospecting - Demand - Gen,desktop,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241105,google,cpc,Display - Retargeting,tablet,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241105,google,cpc,Display Landlord Prospecting_DemandGen,tablet,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241105,google,cpc,FF - Display - Landlord - Prospecting - Demand - Gen,mobile,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241106,google,cpc,Display Traveler Prospecting_DemandGen,mobile,213,194,114,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241106,google,cpc,Display - Retargeting,mobile,107,84,55,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241106,google,cpc,Display - Retargeting,desktop,104,72,24,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241106,google,cpc,Display Landlord Prospecting_DemandGen,desktop,28,21,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241106,google,cpc,Display Landlord Prospecting_DemandGen,mobile,25,18,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241106,google,cpc,Display Traveler Prospecting_DemandGen,tablet,13,6,4,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241106,google,cpc,FF - Display - Landlord - Retargeting,mobile,12,11,11,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241106,google,cpc,FF - Display - Traveler - Prospecting - Demand - Gen,mobile,9,9,6,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241106,google,cpc,Display - Prospecting,desktop,3,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241106,google,cpc,Display - Retargeting,tablet,2,2,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241106,google,cpc,Display Traveler Prospecting_DemandGen,desktop,2,2,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241106,google,cpc,FF - Display - Landlord - Prospecting - Demand - Gen,desktop,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241107,google,cpc,Display Traveler Prospecting_DemandGen,mobile,224,211,134,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241107,google,cpc,Display - Retargeting,desktop,131,99,31,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241107,google,cpc,Display - Retargeting,mobile,114,99,67,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241107,google,cpc,Display Landlord Prospecting_DemandGen,desktop,20,12,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241107,google,cpc,Display Landlord Prospecting_DemandGen,mobile,13,10,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241107,google,cpc,Display Traveler Prospecting_DemandGen,tablet,11,8,6,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241107,google,cpc,FF - Display - Traveler - Prospecting - Demand - Gen,mobile,10,10,7,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241107,google,cpc,Display - Retargeting,tablet,6,4,3,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241107,google,cpc,FF - Display - Landlord - Retargeting,mobile,6,6,6,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241107,google,cpc,Display - Prospecting,mobile,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241107,google,cpc,FF - Display - Landlord - Retargeting,desktop,2,2,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241107,google,cpc,Display - Prospecting,desktop,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241107,google,cpc,Display Traveler Prospecting_DemandGen,desktop,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241107,google,cpc,FF - Display - Landlord - Prospecting - Demand - Gen,desktop,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241108,google,cpc,Display Traveler Prospecting_DemandGen,mobile,184,156,87,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241108,google,cpc,Display - Retargeting,mobile,158,138,88,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241108,google,cpc,Display - Retargeting,desktop,92,69,31,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241108,google,cpc,Display Landlord Prospecting_DemandGen,desktop,27,18,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241108,google,cpc,Display Landlord Prospecting_DemandGen,mobile,18,13,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241108,google,cpc,FF - Display - Landlord - Retargeting,mobile,9,8,8,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241108,google,cpc,Display Traveler Prospecting_DemandGen,tablet,8,5,3,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241108,google,cpc,Display - Retargeting,tablet,6,3,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241108,google,cpc,Display Traveler Prospecting_DemandGen,desktop,4,3,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241108,google,cpc,FF - Display - Landlord - Retargeting,desktop,3,3,3,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241108,google,cpc,FF - Display - Landlord - Prospecting - Demand - Gen,mobile,2,2,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241108,google,cpc,FF - Display - Traveler - Prospecting - Demand - Gen,mobile,2,2,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241108,google,cpc,Display - Prospecting,mobile,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241108,google,cpc,FF - Display - Landlord - Prospecting - Demand - Gen,desktop,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241109,google,cpc,Display Traveler Prospecting_DemandGen,mobile,184,164,88,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241109,google,cpc,Display - Retargeting,mobile,93,71,31,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241109,google,cpc,Display - Retargeting,desktop,78,56,14,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241109,google,cpc,Display Landlord Prospecting_DemandGen,desktop,23,16,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241109,google,cpc,Display Landlord Prospecting_DemandGen,mobile,12,8,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241109,google,cpc,FF - Display - Landlord - Retargeting,mobile,8,7,7,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241109,google,cpc,Display Traveler Prospecting_DemandGen,desktop,7,7,6,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241109,google,cpc,Display Traveler Prospecting_DemandGen,tablet,7,6,4,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241109,google,cpc,FF - Display - Traveler - Prospecting - Demand - Gen,mobile,5,5,3,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241109,google,cpc,Display - Prospecting,mobile,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241109,google,cpc,Display - Retargeting,tablet,2,2,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241109,google,cpc,FF - Display - Landlord - Prospecting - Demand - Gen,desktop,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241109,google,cpc,FF - Display - Traveler - Prospecting - Demand - Gen,desktop,2,2,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241109,google,cpc,FF - Display - Landlord - Retargeting,desktop,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241110,google,cpc,Display Traveler Prospecting_DemandGen,mobile,139,123,75,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241110,google,cpc,Display - Retargeting,mobile,109,98,50,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241110,google,cpc,Display - Retargeting,desktop,82,57,15,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241110,google,cpc,Display Landlord Prospecting_DemandGen,desktop,22,13,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241110,google,cpc,Display Landlord Prospecting_DemandGen,mobile,20,12,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241110,google,cpc,Display Traveler Prospecting_DemandGen,desktop,8,8,7,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241110,google,cpc,FF - Display - Landlord - Retargeting,mobile,8,8,8,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241110,google,cpc,FF - Display - Traveler - Prospecting - Demand - Gen,mobile,5,5,4,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241110,google,cpc,Display - Retargeting,tablet,4,4,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241110,google,cpc,Display Traveler Prospecting_DemandGen,tablet,3,3,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241110,google,cpc,Display - Prospecting,mobile,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241110,google,cpc,FF - Display - Landlord - Retargeting,desktop,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241111,google,cpc,Display Traveler Prospecting_DemandGen,mobile,170,147,83,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241111,google,cpc,Display - Retargeting,desktop,154,103,38,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241111,google,cpc,Display - Retargeting,mobile,118,107,70,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241111,google,cpc,Display Landlord Prospecting_DemandGen,mobile,23,13,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241111,google,cpc,Display Landlord Prospecting_DemandGen,desktop,21,14,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241111,google,cpc,FF - Display - Landlord - Retargeting,mobile,10,9,9,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241111,google,cpc,Display Traveler Prospecting_DemandGen,tablet,7,6,4,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241111,google,cpc,FF - Display - Traveler - Prospecting - Demand - Gen,mobile,6,6,3,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241111,google,cpc,Display Traveler Prospecting_DemandGen,desktop,5,5,4,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241111,google,cpc,Display - Retargeting,tablet,3,2,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241111,google,cpc,Display - Prospecting,mobile,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241111,google,cpc,FF - Display - Landlord - Prospecting - Demand - Gen,desktop,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241111,google,cpc,FF - Display - Traveler - Prospecting - Demand - Gen,desktop,2,2,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241111,google,cpc,Display - Prospecting,desktop,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241111,google,cpc,Display Landlord Prospecting_DemandGen,tablet,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241112,google,cpc,Display Traveler Prospecting_DemandGen,mobile,209,194,111,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241112,google,cpc,Display - Retargeting,desktop,98,62,6,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241112,google,cpc,Display - Retargeting,mobile,37,29,11,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241112,google,cpc,Display Landlord Prospecting_DemandGen,desktop,20,11,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241112,google,cpc,Display Landlord Prospecting_DemandGen,mobile,12,6,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241112,google,cpc,Display Traveler Prospecting_DemandGen,tablet,6,6,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241112,google,cpc,FF - Display - Landlord - Prospecting - Demand - Gen,desktop,3,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241112,google,cpc,FF - Display - Traveler - Prospecting - Demand - Gen,mobile,3,3,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241112,google,cpc,Display - Prospecting,mobile,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241112,google,cpc,Display - Retargeting,tablet,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241112,google,cpc,Display Traveler Prospecting_DemandGen,desktop,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241112,google,cpc,FF - Display - Landlord - Retargeting,mobile,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241112,google,cpc,FF - Display - Traveler - Prospecting - Demand - Gen,desktop,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241113,google,cpc,Display Traveler Prospecting_DemandGen,mobile,196,178,113,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241113,google,cpc,Display - Retargeting,desktop,126,76,26,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241113,google,cpc,Display - Retargeting,mobile,57,54,25,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241113,google,cpc,Display Landlord Prospecting_DemandGen,desktop,17,14,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241113,google,cpc,Display Landlord Prospecting_DemandGen,mobile,14,10,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241113,google,cpc,Display Traveler Prospecting_DemandGen,desktop,9,5,4,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241113,google,cpc,Display Traveler Prospecting_DemandGen,tablet,9,5,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241113,google,cpc,Display - Retargeting,tablet,5,4,3,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241113,google,cpc,FF - Display - Landlord - Retargeting,mobile,4,4,4,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241113,google,cpc,FF - Display - Traveler - Prospecting - Demand - Gen,mobile,3,3,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241113,google,cpc,Display - Prospecting,mobile,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241114,google,cpc,Display Traveler Prospecting_DemandGen,mobile,219,193,122,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241114,google,cpc,Display - Retargeting,desktop,102,66,8,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241114,google,cpc,Display - Retargeting,mobile,84,71,30,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241114,google,cpc,Display Landlord Prospecting_DemandGen,desktop,15,13,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241114,google,cpc,Display Landlord Prospecting_DemandGen,mobile,11,11,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241114,google,cpc,Display Traveler Prospecting_DemandGen,desktop,4,4,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241114,google,cpc,FF - Display - Landlord - Prospecting - Demand - Gen,desktop,3,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241114,google,cpc,Display Traveler Prospecting_DemandGen,tablet,2,2,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241114,google,cpc,FF - Display - Landlord - Retargeting,mobile,2,2,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241114,google,cpc,FF - Display - Traveler - Prospecting - Demand - Gen,mobile,2,2,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241114,google,cpc,Display - Retargeting,tablet,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241115,google,cpc,Display Traveler Prospecting_DemandGen,mobile,212,180,115,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241115,google,cpc,Display - Retargeting,desktop,76,54,7,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241115,google,cpc,Display - Retargeting,mobile,73,62,22,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241115,google,cpc,Display Landlord Prospecting_DemandGen,mobile,15,9,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241115,google,cpc,Display Landlord Prospecting_DemandGen,desktop,12,9,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241115,google,cpc,Display Traveler Prospecting_DemandGen,desktop,6,4,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241115,google,cpc,Display - Prospecting,mobile,5,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241115,google,cpc,Display Traveler Prospecting_DemandGen,tablet,5,5,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241115,google,cpc,FF - Display - Traveler - Prospecting - Demand - Gen,mobile,4,4,4,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241115,google,cpc,FF - Display - Landlord - Prospecting - Demand - Gen,desktop,3,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241115,google,cpc,FF - Display - Landlord - Retargeting,mobile,3,3,3,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241115,google,cpc,FF - Display - Traveler - Prospecting - Demand - Gen,tablet,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241116,google,cpc,Display Traveler Prospecting_DemandGen,mobile,203,177,101,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241116,google,cpc,Display - Retargeting,mobile,72,57,20,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241116,google,cpc,Display - Retargeting,desktop,58,47,9,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241116,google,cpc,Display Landlord Prospecting_DemandGen,desktop,14,11,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241116,google,cpc,Display Landlord Prospecting_DemandGen,mobile,9,5,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241116,google,cpc,Display Traveler Prospecting_DemandGen,desktop,6,4,3,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241116,google,cpc,Display Traveler Prospecting_DemandGen,tablet,5,4,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241116,google,cpc,FF - Display - Traveler - Prospecting - Demand - Gen,mobile,5,5,4,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241116,google,cpc,FF - Display - Landlord - Retargeting,mobile,3,3,3,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241116,google,cpc,Display - Prospecting,mobile,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241116,google,cpc,Display - Retargeting,tablet,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20241116,google,cpc,FF - Display - Landlord - Prospecting - Demand - Gen,desktop,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
